SHEET: OptimalCatalystCalcData
WORKBOOK: Copy of ER - Build Planner v1.19.1.xlsx
USED RANGE: A1:BD34
NONEMPTY CELLS: 1381
FORMULA CELLS: 1146

This file is for an LLM that must rebuild these calculations in another language. Treat formulas as the source of truth. Cached/fallback values are only for checking a port. Skip spill_cache cells; they are not logic.

STATIC / INPUT / LABEL CELLS (235):
coord	value
A10	Sorceries
G10	FALSE
P10	Carian Glintstone Staff
Q10	33210000.0
T10	100.0
BA10	8.0
BB10	8.0
A11	Incantations
G11	FALSE
P11	Carian Glintblade Staff
Q11	33170000.0
T11	100.0
BA11	9.0
BB11	9.0
A12	2h
G12	FALSE
P12	Carian Regal Scepter
Q12	33090000.0
T12	100.0
BA12	10.0
BB12	10.0
G13	FALSE
P13	Albinauric Staff
Q13	33190000.0
T13	100.0
BB13	11.0
A14	Spell Buff
G14	FALSE
P14	Staff of Loss
Q14	33280000.0
T14	100.0
BB14	12.0
A15	Int Spell Buff
G15	FALSE
P15	Gelmir Glintstone Staff
Q15	33050000.0
T15	100.0
BB15	13.0
A16	Faith Spell Buff
G16	FALSE
P16	Crystal Staff
Q16	33040000.0
T16	100.0
BB16	14.0
G17	FALSE
P17	Rotten Crystal Staff
Q17	33270000.0
T17	100.0
BB17	15.0
G18	FALSE
P18	Meteorite Staff
Q18	33250000.0
T18	100.0
BB18	16.0
G19	FALSE
P19	Staff of the Guilty
Q19	33260000.0
T19	100.0
BB19	17.0
G20	FALSE
P20	Prince of Death's Staff
Q20	33180000.0
T20	100.0
BB20	18.0
G21	FALSE
P21	Maternal Staff
Q21	33520000.0
T21	100.0
BB21	19.0
G22	FALSE
P22	Staff of the Great Beyond
Q22	33510000.0
T22	100.0
BB22	20.0
G23	FALSE
P23	Finger Seal
Q23	34000000.0
T23	100.0
BB23	21.0
G24	FALSE
P24	Erdtree Seal
Q24	34070000.0
T24	100.0
BB24	22.0
G25	FALSE
P25	Golden Order Seal
Q25	34060000.0
T25	100.0
BB25	23.0
G26	FALSE
P26	Dryleaf Seal
Q26	34500000.0
T26	100.0
BB26	24.0
G27	FALSE
P27	Fire Knight's Seal
Q27	34510000.0
T27	100.0
BB27	25.0
G28	FALSE
P28	Spiraltree Seal
Q28	34520000.0
T28	100.0
G29	FALSE
P29	Gravel Stone Seal
Q29	34030000.0
T29	100.0
G30	FALSE
P30	Giant's Seal
Q30	34020000.0
T30	100.0
G31	FALSE
P31	Godslayer's Seal
Q31	34010000.0
T31	100.0
G32	FALSE
P32	Clawmark Seal
Q32	34040000.0
T32	100.0
G33	TRUE
P33	Frenzied Flame Seal
Q33	34090000.0
T33	100.0
G34	FALSE
P34	Dragon Communion Seal
Q34	34080000.0
T34	100.0

CROSS-SHEET REFERENCES: AttackElementCorrectParam, CalcCorrectGraphEz, EquipParamWeapon, Optimal Catalyst Calc, PlannerData, ReinforceParamWeapon, WeaponData
FORMULA KINDS: excel=1112, google_sheets=2, spill_cache=32
UNIQUE PATTERNS: 146

========================================================================
FORMULA PATTERNS (fill-down compressed)
{r} is the row of the cell. Port the template once and apply per row.
========================================================================

PATTERN 1  kind=excel  array=False  B2
  context_label: Standard Reinforcement
  template: =MIN(MAX('Optimal Catalyst Calc'!K10,0),25)
  e.g. B2: =MIN(MAX('Optimal Catalyst Calc'!K10,0),25)  cached=25

PATTERN 2  kind=excel  array=True  D2
  context_label: Standard Reinforcement
  array_spill_ref: D2:D34
  template: =IFERROR(SORT($I$2:$I34,
IF($B$14,$J$2:$J34,
IF($B$15,$K$2:$K34,
IF($B$16,$L$2:$L34,$J$2:$J34))),False),"No Results")
  e.g. D2: =IFERROR(SORT($I$2:$I34,
IF($B$14,$J$2:$J34,
IF($B$15,$K$2:$K34,
IF($B$16,$L$2:$L34,$J$2:$J34))),False),"No Results")  cached='Frenzied Flame Seal +10'

PATTERN 3  kind=google_sheets  array=False  F2
  context_label: Standard Reinforcement
  template: =QUERY(UNIQUE(FLATTEN(
IF($B$10,FILTER($Q{r}:$Q34,$AX{r}:$AX34=True),),
IF($B$11,FILTER($Q{r}:$Q34,$AY{r}:$AY34=True),)
)),"Select * WHERE Col1 Is Not Null")
  note: Original Google Sheets formula recovered from DUMMYFUNCTION wrapper. Functions like FILTER, QUERY, UNIQUE, FLATTEN, IMPORTRANGE, GOOGLETRANSLATE are Sheets-only and must be reimplemented.
  e.g. F2: =QUERY(UNIQUE(FLATTEN(
IF($B$10,FILTER($Q2:$Q34,$AX2:$AX34=True),),
IF($B$11,FILTER($Q2:$Q34,$AY2:$AY34=True),)
)),"Select * WHERE Col1 Is Not Null")  cached=2530000

PATTERN 4  kind=excel  array=True  G2
  context_label: meet requirements
  array_spill_ref: G2:G34
  template: =IF(ISBLANK($F{r}:$F34),,
VLOOKUP($F{r}:$F34,$Q:$QY,MATCH(G$1,$Q$1:BD$1,0),False))
  e.g. G2: =IF(ISBLANK($F2:$F34),,
VLOOKUP($F2:$F34,$Q:$QY,MATCH(G$1,$Q$1:BD$1,0),False))  cached=False

PATTERN 5  kind=google_sheets  array=False  H2
  context_label: filter2
  template: =IF($B$9,
FILTER($F{r}:$F34,$G{r}:$G34=True),
{$F{r}:$F34})
  note: Original Google Sheets formula recovered from DUMMYFUNCTION wrapper. Functions like FILTER, QUERY, UNIQUE, FLATTEN, IMPORTRANGE, GOOGLETRANSLATE are Sheets-only and must be reimplemented.
  e.g. H2: =IF($B$9,
FILTER($F2:$F34,$G2:$G34=True),
{$F2:$F34})  cached=34090000

PATTERN 6  kind=excel  array=True  I2
  context_label: name
  array_spill_ref: I2:I34
  template: =IF(ISBLANK($H{r}:$H34),,
VLOOKUP($H{r}:$H34,$Q:$AZ,MATCH(I$1,$Q$1:BD$1,0),False))
  e.g. I2: =IF(ISBLANK($H2:$H34),,
VLOOKUP($H2:$H34,$Q:$AZ,MATCH(I$1,$Q$1:BD$1,0),False))  cached='Frenzied Flame Seal +10'

PATTERN 7  kind=excel  array=True  J2
  context_label: spell buff
  array_spill_ref: J2:J34
  template: =IF(ISBLANK($H{r}:$H34),,
VLOOKUP($H{r}:$H34,$Q:$AZ,MATCH(J$1,$Q$1:BD$1,0),False))
  e.g. J2: =IF(ISBLANK($H2:$H34),,
VLOOKUP($H2:$H34,$Q:$AZ,MATCH(J$1,$Q$1:BD$1,0),False))  cached=121

PATTERN 8  kind=excel  array=True  K2
  context_label: int sb
  array_spill_ref: K2:K34
  template: =IF(ISBLANK($H{r}:$H34),,
VLOOKUP($H{r}:$H34,$Q:$AZ,MATCH(K$1,$Q$1:BD$1,0),False))
  e.g. K2: =IF(ISBLANK($H2:$H34),,
VLOOKUP($H2:$H34,$Q:$AZ,MATCH(K$1,$Q$1:BD$1,0),False))  cached=103.4285714

PATTERN 9  kind=excel  array=True  L2
  context_label: faith sb
  array_spill_ref: L2:L34
  template: =IF(ISBLANK($H{r}:$H34),,
VLOOKUP($H{r}:$H34,$Q:$AZ,MATCH(L$1,$Q$1:BD$1,0),False))
  e.g. L2: =IF(ISBLANK($H2:$H34),,
VLOOKUP($H2:$H34,$Q:$AZ,MATCH(L$1,$Q$1:BD$1,0),False))  cached=106.8571429

PATTERN 10  kind=excel  array=True  M2
  context_label: bonus type
  array_spill_ref: M2:M34
  template: =IF(ISBLANK($H{r}:$H34),,
VLOOKUP($H{r}:$H34,WeaponData!$C$2:$M34,MATCH("CastingBonusType",WeaponData!$1:$1,0)-2,False)
)
  e.g. M2: =IF(ISBLANK($H2:$H34),,
VLOOKUP($H2:$H34,WeaponData!$C$2:$M34,MATCH("CastingBonusType",WeaponData!$1:$1,0)-2,False)
)  cached='Frenzied Flame'

PATTERN 11  kind=excel  array=True  N2
  context_label: bonus
  array_spill_ref: N2:N34
  template: =IF(ISBLANK($H{r}:$H34),,
VLOOKUP($H{r}:$H34,WeaponData!$C$2:$M34,MATCH("CastingBonusRate",WeaponData!$1:$1,0)-2,False)
)
  e.g. N2: =IF(ISBLANK($H2:$H34),,
VLOOKUP($H2:$H34,WeaponData!$C$2:$M34,MATCH("CastingBonusRate",WeaponData!$1:$1,0)-2,False)
)  cached=1.2

PATTERN 12  kind=excel  array=False  R2:R32 (31 cells)
  context_label: Carian Sorcery Sword
  template: =IF(VLOOKUP($P{r},WeaponData!$B$2:$O34,4,False),
IF(VLOOKUP($P{r},WeaponData!$B$2:$O34,5,False),$B$3,$B$2),0)
  e.g. R2: =IF(VLOOKUP($P2,WeaponData!$B$2:$O34,4,False),
IF(VLOOKUP($P2,WeaponData!$B$2:$O34,5,False),$B$3,$B$2),0)  cached=25
  e.g. R3: =IF(VLOOKUP($P3,WeaponData!$B$2:$O34,4,False),
IF(VLOOKUP($P3,WeaponData!$B$2:$O34,5,False),$B$3,$B$2),0)  cached=25
  e.g. R4: =IF(VLOOKUP($P4,WeaponData!$B$2:$O34,4,False),
IF(VLOOKUP($P4,WeaponData!$B$2:$O34,5,False),$B$3,$B$2),0)  cached=25
  ... 28 more of this pattern

PATTERN 13  kind=excel  array=False  S2:S32 (31 cells)
  context_label: Carian Sorcery Sword
  template: =VLOOKUP($Q{r},EquipParamWeapon!$A$2:$BP34,MATCH(S$1,EquipParamWeapon!$1:$1,0),False)
  e.g. S2: =VLOOKUP($Q2,EquipParamWeapon!$A$2:$BP34,MATCH(S$1,EquipParamWeapon!$1:$1,0),False)  cached=1300
  e.g. S3: =VLOOKUP($Q3,EquipParamWeapon!$A$2:$BP34,MATCH(S$1,EquipParamWeapon!$1:$1,0),False)  cached=1900
  e.g. S4: =VLOOKUP($Q4,EquipParamWeapon!$A$2:$BP34,MATCH(S$1,EquipParamWeapon!$1:$1,0),False)  cached=1900
  ... 28 more of this pattern

PATTERN 14  kind=excel  array=False  U2:U32 (31 cells)
  context_label: Carian Sorcery Sword
  template: =VLOOKUP($Q{r},EquipParamWeapon!$A$2:$BR34,MATCH(U$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S{r}+$R{r},ReinforceParamWeapon!$A$2:$AF34,MATCH(U$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)
  e.g. U2: =VLOOKUP($Q2,EquipParamWeapon!$A$2:$BR34,MATCH(U$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S2+$R2,ReinforceParamWeapon!$A$2:$AF34,MATCH(U$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=15
  e.g. U3: =VLOOKUP($Q3,EquipParamWeapon!$A$2:$BR34,MATCH(U$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S3+$R3,ReinforceParamWeapon!$A$2:$AF34,MATCH(U$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=36
  e.g. U4: =VLOOKUP($Q4,EquipParamWeapon!$A$2:$BR34,MATCH(U$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S4+$R4,ReinforceParamWeapon!$A$2:$AF34,MATCH(U$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=36
  ... 28 more of this pattern

PATTERN 15  kind=excel  array=False  V2:V32 (31 cells)
  context_label: correctAgility
  template: =VLOOKUP($Q{r},EquipParamWeapon!$A$2:$BR34,MATCH(V$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S{r}+$R{r},ReinforceParamWeapon!$A$2:$AF34,MATCH(V$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)
  e.g. V2: =VLOOKUP($Q2,EquipParamWeapon!$A$2:$BR34,MATCH(V$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S2+$R2,ReinforceParamWeapon!$A$2:$AF34,MATCH(V$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=58.5
  e.g. V3: =VLOOKUP($Q3,EquipParamWeapon!$A$2:$BR34,MATCH(V$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S3+$R3,ReinforceParamWeapon!$A$2:$AF34,MATCH(V$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=0
  e.g. V4: =VLOOKUP($Q4,EquipParamWeapon!$A$2:$BR34,MATCH(V$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S4+$R4,ReinforceParamWeapon!$A$2:$AF34,MATCH(V$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=0
  ... 28 more of this pattern

PATTERN 16  kind=excel  array=False  W2:W32 (31 cells)
  context_label: correctMagic
  template: =VLOOKUP($Q{r},EquipParamWeapon!$A$2:$BR34,MATCH(W$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S{r}+$R{r},ReinforceParamWeapon!$A$2:$AF34,MATCH(W$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)
  e.g. W2: =VLOOKUP($Q2,EquipParamWeapon!$A$2:$BR34,MATCH(W$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S2+$R2,ReinforceParamWeapon!$A$2:$AF34,MATCH(W$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=202.1
  e.g. W3: =VLOOKUP($Q3,EquipParamWeapon!$A$2:$BR34,MATCH(W$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S3+$R3,ReinforceParamWeapon!$A$2:$AF34,MATCH(W$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=267
  e.g. W4: =VLOOKUP($Q4,EquipParamWeapon!$A$2:$BR34,MATCH(W$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S4+$R4,ReinforceParamWeapon!$A$2:$AF34,MATCH(W$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=255
  ... 28 more of this pattern

PATTERN 17  kind=excel  array=False  X2:X32 (31 cells)
  context_label: correctFaith
  template: =VLOOKUP($Q{r},EquipParamWeapon!$A$2:$BR34,MATCH(X$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S{r}+$R{r},ReinforceParamWeapon!$A$2:$AF34,MATCH(X$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)
  e.g. X2: =VLOOKUP($Q2,EquipParamWeapon!$A$2:$BR34,MATCH(X$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S2+$R2,ReinforceParamWeapon!$A$2:$AF34,MATCH(X$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=0
  e.g. X3: =VLOOKUP($Q3,EquipParamWeapon!$A$2:$BR34,MATCH(X$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S3+$R3,ReinforceParamWeapon!$A$2:$AF34,MATCH(X$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=0
  e.g. X4: =VLOOKUP($Q4,EquipParamWeapon!$A$2:$BR34,MATCH(X$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S4+$R4,ReinforceParamWeapon!$A$2:$AF34,MATCH(X$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=0
  ... 28 more of this pattern

PATTERN 18  kind=excel  array=False  Y2:Y32 (31 cells)
  context_label: correctLuck
  template: =VLOOKUP($Q{r},EquipParamWeapon!$A$2:$BR34,MATCH(Y$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S{r}+$R{r},ReinforceParamWeapon!$A$2:$AF34,MATCH(Y$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)
  e.g. Y2: =VLOOKUP($Q2,EquipParamWeapon!$A$2:$BR34,MATCH(Y$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S2+$R2,ReinforceParamWeapon!$A$2:$AF34,MATCH(Y$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=0
  e.g. Y3: =VLOOKUP($Q3,EquipParamWeapon!$A$2:$BR34,MATCH(Y$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S3+$R3,ReinforceParamWeapon!$A$2:$AF34,MATCH(Y$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=0
  e.g. Y4: =VLOOKUP($Q4,EquipParamWeapon!$A$2:$BR34,MATCH(Y$1,EquipParamWeapon!$1:$1,0),False)
*VLOOKUP($S4+$R4,ReinforceParamWeapon!$A$2:$AF34,MATCH(Y$1&"Rate",ReinforceParamWeapon!$1:$1,0),False)  cached=0
  ... 28 more of this pattern

PATTERN 19  kind=excel  array=False  Z2:Z32 (31 cells)
  context_label: correctType_Physics
  template: =VLOOKUP($Q{r},EquipParamWeapon!$A$2:$BP34,MATCH(Z$1,EquipParamWeapon!$1:$1,0),False)
  e.g. Z2: =VLOOKUP($Q2,EquipParamWeapon!$A$2:$BP34,MATCH(Z$1,EquipParamWeapon!$1:$1,0),False)  cached=0
  e.g. Z3: =VLOOKUP($Q3,EquipParamWeapon!$A$2:$BP34,MATCH(Z$1,EquipParamWeapon!$1:$1,0),False)  cached=16
  e.g. Z4: =VLOOKUP($Q4,EquipParamWeapon!$A$2:$BP34,MATCH(Z$1,EquipParamWeapon!$1:$1,0),False)  cached=16
  ... 28 more of this pattern

PATTERN 20  kind=excel  array=False  AA2:AA32 (31 cells)
  context_label: correctType_Magic
  template: =VLOOKUP($Q{r},EquipParamWeapon!$A$2:$BP34,MATCH(AA$1,EquipParamWeapon!$1:$1,0),False)
  e.g. AA2: =VLOOKUP($Q2,EquipParamWeapon!$A$2:$BP34,MATCH(AA$1,EquipParamWeapon!$1:$1,0),False)  cached=4
  e.g. AA3: =VLOOKUP($Q3,EquipParamWeapon!$A$2:$BP34,MATCH(AA$1,EquipParamWeapon!$1:$1,0),False)  cached=16
  e.g. AA4: =VLOOKUP($Q4,EquipParamWeapon!$A$2:$BP34,MATCH(AA$1,EquipParamWeapon!$1:$1,0),False)  cached=16
  ... 28 more of this pattern

PATTERN 21  kind=excel  array=False  AB2:AB32 (31 cells)
  context_label: correctType_Fire
  template: =VLOOKUP($Q{r},EquipParamWeapon!$A$2:$BP34,MATCH(AB$1,EquipParamWeapon!$1:$1,0),False)
  e.g. AB2: =VLOOKUP($Q2,EquipParamWeapon!$A$2:$BP34,MATCH(AB$1,EquipParamWeapon!$1:$1,0),False)  cached=0
  e.g. AB3: =VLOOKUP($Q3,EquipParamWeapon!$A$2:$BP34,MATCH(AB$1,EquipParamWeapon!$1:$1,0),False)  cached=16
  e.g. AB4: =VLOOKUP($Q4,EquipParamWeapon!$A$2:$BP34,MATCH(AB$1,EquipParamWeapon!$1:$1,0),False)  cached=16
  ... 28 more of this pattern

PATTERN 22  kind=excel  array=False  AC2:AC32 (31 cells)
  context_label: correctType_Thunder
  template: =VLOOKUP($Q{r},EquipParamWeapon!$A$2:$BP34,MATCH(AC$1,EquipParamWeapon!$1:$1,0),False)
  e.g. AC2: =VLOOKUP($Q2,EquipParamWeapon!$A$2:$BP34,MATCH(AC$1,EquipParamWeapon!$1:$1,0),False)  cached=0
  e.g. AC3: =VLOOKUP($Q3,EquipParamWeapon!$A$2:$BP34,MATCH(AC$1,EquipParamWeapon!$1:$1,0),False)  cached=16
  e.g. AC4: =VLOOKUP($Q4,EquipParamWeapon!$A$2:$BP34,MATCH(AC$1,EquipParamWeapon!$1:$1,0),False)  cached=16
  ... 28 more of this pattern

PATTERN 23  kind=excel  array=False  AD2:AD32 (31 cells)
  context_label: correctType_Dark
  template: =VLOOKUP($Q{r},EquipParamWeapon!$A$2:$BP34,MATCH(AD$1,EquipParamWeapon!$1:$1,0),False)
  e.g. AD2: =VLOOKUP($Q2,EquipParamWeapon!$A$2:$BP34,MATCH(AD$1,EquipParamWeapon!$1:$1,0),False)  cached=0
  e.g. AD3: =VLOOKUP($Q3,EquipParamWeapon!$A$2:$BP34,MATCH(AD$1,EquipParamWeapon!$1:$1,0),False)  cached=16
  e.g. AD4: =VLOOKUP($Q4,EquipParamWeapon!$A$2:$BP34,MATCH(AD$1,EquipParamWeapon!$1:$1,0),False)  cached=16
  ... 28 more of this pattern

PATTERN 24  kind=excel  array=False  AE2:AE32 (31 cells)
  context_label: attackElementCorrectId
  template: =VLOOKUP($Q{r},EquipParamWeapon!$A$2:$BP34,MATCH(AE$1,EquipParamWeapon!$1:$1,0),False)
  e.g. AE2: =VLOOKUP($Q2,EquipParamWeapon!$A$2:$BP34,MATCH(AE$1,EquipParamWeapon!$1:$1,0),False)  cached=10000
  e.g. AE3: =VLOOKUP($Q3,EquipParamWeapon!$A$2:$BP34,MATCH(AE$1,EquipParamWeapon!$1:$1,0),False)  cached=20000
  e.g. AE4: =VLOOKUP($Q4,EquipParamWeapon!$A$2:$BP34,MATCH(AE$1,EquipParamWeapon!$1:$1,0),False)  cached=20000
  ... 28 more of this pattern

PATTERN 25  kind=excel  array=False  AF2:AF32 (31 cells)
  context_label: StrScale
  template: =IF(IFERROR(VLOOKUP($AE{r},AttackElementCorrectParam!$A$2:$CA34,8,False),False),
VLOOKUP($AA{r},CalcCorrectGraphEz!$A$2:$EU34,$B$4+1,False),0)
  e.g. AF2: =IF(IFERROR(VLOOKUP($AE2,AttackElementCorrectParam!$A$2:$CA34,8,False),False),
VLOOKUP($AA2,CalcCorrectGraphEz!$A$2:$EU34,$B$4+1,False),0)  cached=0
  e.g. AF3: =IF(IFERROR(VLOOKUP($AE3,AttackElementCorrectParam!$A$2:$CA34,8,False),False),
VLOOKUP($AA3,CalcCorrectGraphEz!$A$2:$EU34,$B$4+1,False),0)  cached=0
  e.g. AF4: =IF(IFERROR(VLOOKUP($AE4,AttackElementCorrectParam!$A$2:$CA34,8,False),False),
VLOOKUP($AA4,CalcCorrectGraphEz!$A$2:$EU34,$B$4+1,False),0)  cached=0
  ... 28 more of this pattern

PATTERN 26  kind=excel  array=False  AG2:AG32 (31 cells)
  context_label: DexScale
  template: =IF(IFERROR(VLOOKUP($AE{r},AttackElementCorrectParam!$A$2:$CA34,9,False),False),
VLOOKUP($AA{r},CalcCorrectGraphEz!$A$2:$EU34,$B$5+1,False),0)
  e.g. AG2: =IF(IFERROR(VLOOKUP($AE2,AttackElementCorrectParam!$A$2:$CA34,9,False),False),
VLOOKUP($AA2,CalcCorrectGraphEz!$A$2:$EU34,$B$5+1,False),0)  cached=0
  e.g. AG3: =IF(IFERROR(VLOOKUP($AE3,AttackElementCorrectParam!$A$2:$CA34,9,False),False),
VLOOKUP($AA3,CalcCorrectGraphEz!$A$2:$EU34,$B$5+1,False),0)  cached=0
  e.g. AG4: =IF(IFERROR(VLOOKUP($AE4,AttackElementCorrectParam!$A$2:$CA34,9,False),False),
VLOOKUP($AA4,CalcCorrectGraphEz!$A$2:$EU34,$B$5+1,False),0)  cached=0
  ... 28 more of this pattern

PATTERN 27  kind=excel  array=False  AH2:AH32 (31 cells)
  context_label: IntScale
  template: =IF(IFERROR(VLOOKUP($AE{r},AttackElementCorrectParam!$A$2:$CA34,10,False),False),
VLOOKUP($AA{r},CalcCorrectGraphEz!$A$2:$EU34,$B$6+1,False),0)
  e.g. AH2: =IF(IFERROR(VLOOKUP($AE2,AttackElementCorrectParam!$A$2:$CA34,10,False),False),
VLOOKUP($AA2,CalcCorrectGraphEz!$A$2:$EU34,$B$6+1,False),0)  cached=16.84210526
  e.g. AH3: =IF(IFERROR(VLOOKUP($AE3,AttackElementCorrectParam!$A$2:$CA34,10,False),False),
VLOOKUP($AA3,CalcCorrectGraphEz!$A$2:$EU34,$B$6+1,False),0)  cached=9.411764706
  e.g. AH4: =IF(IFERROR(VLOOKUP($AE4,AttackElementCorrectParam!$A$2:$CA34,10,False),False),
VLOOKUP($AA4,CalcCorrectGraphEz!$A$2:$EU34,$B$6+1,False),0)  cached=9.411764706
  ... 28 more of this pattern

PATTERN 28  kind=excel  array=False  AI2:AI32 (31 cells)
  context_label: FthScale
  template: =IF(IFERROR(VLOOKUP($AE{r},AttackElementCorrectParam!$A$2:$CA34,11,False),False),
VLOOKUP($AA{r},CalcCorrectGraphEz!$A$2:$EU34,$B$7+1,False),0)
  e.g. AI2: =IF(IFERROR(VLOOKUP($AE2,AttackElementCorrectParam!$A$2:$CA34,11,False),False),
VLOOKUP($AA2,CalcCorrectGraphEz!$A$2:$EU34,$B$7+1,False),0)  cached=0
  e.g. AI3: =IF(IFERROR(VLOOKUP($AE3,AttackElementCorrectParam!$A$2:$CA34,11,False),False),
VLOOKUP($AA3,CalcCorrectGraphEz!$A$2:$EU34,$B$7+1,False),0)  cached=0
  e.g. AI4: =IF(IFERROR(VLOOKUP($AE4,AttackElementCorrectParam!$A$2:$CA34,11,False),False),
VLOOKUP($AA4,CalcCorrectGraphEz!$A$2:$EU34,$B$7+1,False),0)  cached=0
  ... 28 more of this pattern

PATTERN 29  kind=excel  array=False  AJ2:AJ32 (31 cells)
  context_label: ArcScale
  template: =IF(IFERROR(VLOOKUP($AE{r},AttackElementCorrectParam!$A$2:$CA34,12,False),False),
VLOOKUP($AA{r},CalcCorrectGraphEz!$A$2:$EU34,$B$8+1,False),0)
  e.g. AJ2: =IF(IFERROR(VLOOKUP($AE2,AttackElementCorrectParam!$A$2:$CA34,12,False),False),
VLOOKUP($AA2,CalcCorrectGraphEz!$A$2:$EU34,$B$8+1,False),0)  cached=0
  e.g. AJ3: =IF(IFERROR(VLOOKUP($AE3,AttackElementCorrectParam!$A$2:$CA34,12,False),False),
VLOOKUP($AA3,CalcCorrectGraphEz!$A$2:$EU34,$B$8+1,False),0)  cached=0
  e.g. AJ4: =IF(IFERROR(VLOOKUP($AE4,AttackElementCorrectParam!$A$2:$CA34,12,False),False),
