SHEET: TalismanData
WORKBOOK: Copy of ER - Build Planner v1.19.1.xlsx
USED RANGE: A1:C155
NONEMPTY CELLS: 465
FORMULA CELLS: 1

This file is for an LLM that must rebuild these calculations in another language. Treat formulas as the source of truth. Cached/fallback values are only for checking a port. Skip spill_cache cells; they are not logic.

VISIBILITY: hidden
STATIC / INPUT / LABEL CELLS (464):
coord	value
B135	1250.0
C135	1250.0
A136	Godskin Swaddling Cloth
B136	5040.0
C136	5040.0
A137	Kindred of Rot's Exultation
B137	2170.0
C137	2170.0
A138	Lord of Blood's Exultation
B138	2160.0
C138	2160.0
A139	Aged One's Exultation
B139	8060.0
C139	8060.0
A140	St. Trina's Smile
B140	8160.0
C140	8160.0
A141	Blade of Mercy
B141	8230.0
C141	8230.0
A142	Taker's Cameo
B142	5030.0
C142	5030.0
A143	Ancestral Spirit's Horn
B143	6110.0
C143	6110.0
A144	Crusade Insignia
B144	8050.0
C144	8050.0
A145	Dried Bouquet
B145	8100.0
C145	8100.0
A146	Gold Scarab
B146	1110.0
C146	1110.0
A147	Silver Scarab
B147	1100.0
C147	1100.0
A148	Crepus's Vial
B148	6000.0
C148	6000.0
A149	Concealing Veil
B149	6010.0
C149	6010.0
A150	Longtail Cat Talisman
B150	6040.0
C150	6040.0
A151	Furled Finger's Trick-Mirror
B151	6080.0
C151	6080.0
A152	Host's Trick-Mirror
B152	6090.0
C152	6080.0
A153	Shabriri's Woe
B153	6050.0
C153	6050.0
A154	Daedicar's Woe
B154	6060.0
C154	6060.0
A155	Sacrificial Twig
B155	6070.0
C155	6070.0

CROSS-SHEET REFERENCES: EquipParamAccessory
FORMULA KINDS: excel=1
UNIQUE PATTERNS: 1

========================================================================
FORMULA PATTERNS (fill-down compressed)
{r} is the row of the cell. Port the template once and apply per row.
========================================================================

PATTERN 1  kind=excel  array=True  C2
  context_label: Crimson Amber Medallion
  array_spill_ref: C2:C155
  template: =IF(ISBLANK(B{r}:B155),,
VLOOKUP(B{r}:B155,EquipParamAccessory!$A:$AC,MATCH(C$1,EquipParamAccessory!$1:$1,0),False))
  e.g. C2: =IF(ISBLANK(B2:B155),,
VLOOKUP(B2:B155,EquipParamAccessory!$A:$AC,MATCH(C$1,EquipParamAccessory!$1:$1,0),False))  cached=1000

========================================================================
ALL FORMULAS
========================================================================
cell	kind	array_ref	label	logic	stored	cached
C2	excel	C2:C155	Crimson Amber Medallion	=IF(ISBLANK(B2:B155),, | VLOOKUP(B2:B155,EquipParamAccessory!$A:$AC,MATCH(C$1,EquipParamAccessory!$1:$1,0),False))	=IF(ISBLANK(B2:B155),, | VLOOKUP(B2:B155,EquipParamAccessory!$A:$AC,MATCH(C$1,EquipParamAccessory!$1:$1,0),False))	1000
