SHEET: ApCalcData
WORKBOOK: Copy of ER - Build Planner v1.19.1.xlsx
USED RANGE: A1:AD47
NONEMPTY CELLS: 608
FORMULA CELLS: 382

This file is for an LLM that must rebuild these calculations in another language. Treat formulas as the source of truth. Cached/fallback values are only for checking a port. Skip spill_cache cells; they are not logic.

MERGED RANGES (2):
  D1:E1
  G1:H1

STATIC / INPUT / LABEL CELLS (226):
coord	value
P41	negDarkScale
A43	changeStrengthPoint
J43	correctType_Sleep
M43	statusAtkPenalty
A44	changeAgilityPoint
J44	luckCorrect_bySleep
A45	changeMagicPoint
N45	changeStrengthPoint
O45	changeAgilityPoint
P45	changeMagicPoint
Q45	changeFaithPoint
R45	changeLuckPoint
A46	changeFaithPoint
J46	correctType_Madness
A47	changeLuckPoint
J47	luckCorrect_byMadness

CROSS-SHEET REFERENCES: AP Calc, AttackElementCorrectParam, CalcCorrectGraphEz, ConsumableData, EquipParamWeapon, Planner, PlannerData, PlayerCommonParam, ReinforceParamWeapon, StatusBuffData, StatusEffectData, WeaponData
FORMULA KINDS: excel=377, excel_compat=3, google_sheets=2
UNIQUE PATTERNS: 179

========================================================================
FORMULA PATTERNS (fill-down compressed)
{r} is the row of the cell. Port the template once and apply per row.
========================================================================

PATTERN 1  kind=excel  array=False  A1
  template: =VLOOKUP($B$2+$B$3,EquipParamWeapon!$A:$B,2,False)&IF($B$4=0,," +"&$B$4)
  e.g. A1: =VLOOKUP($B$2+$B$3,EquipParamWeapon!$A:$B,2,False)&IF($B$4=0,," +"&$B$4)  cached='Unarmed'

PATTERN 2  kind=excel  array=False  T1
  context_label: Arcane
  template: ='AP Calc'!$G$10
  e.g. T1: ='AP Calc'!$G$10

PATTERN 3  kind=excel_compat  array=True  A2
  array_spill_ref: A2
  template: =XLOOKUP('AP Calc'!$G$11,WeaponData!$B:$B,WeaponData!$B:$B,"Invalid")
  note: Stored with Excel _xlfn/_xlws prefix (newer functions like XLOOKUP).
  e.g. A2: =XLOOKUP('AP Calc'!$G$11,WeaponData!$B:$B,WeaponData!$B:$B,"Invalid")  cached='Unarmed'

PATTERN 4  kind=excel  array=False  B2
  template: =VLOOKUP($A$2,WeaponData!$B$2:$I48,2,False)
  e.g. B2: =VLOOKUP($A$2,WeaponData!$B$2:$I48,2,False)  cached=110000

PATTERN 5  kind=excel  array=False  E2
  context_label: attackBasePhysics
  template: =IFERROR(
IF(ISBLANK($B36),
IF($B$10,VLOOKUP($A$2,ConsumableData!$A:$G,MATCH(D{r},ConsumableData!$1:$1,0),False),
VLOOKUP($B$2+$B$3,EquipParamWeapon!$A:$BR,MATCH(D{r},EquipParamWeapon!$1:$1,0),False)),
$B36),
0)
  e.g. E2: =IFERROR(
IF(ISBLANK($B36),
IF($B$10,VLOOKUP($A$2,ConsumableData!$A:$G,MATCH(D2,ConsumableData!$1:$1,0),False),
VLOOKUP($B$2+$B$3,EquipParamWeapon!$A:$BR,MATCH(D2,EquipParamWeapon!$1:$1,0),False)),
$B36),
0)  cached=20

PATTERN 6  kind=excel  array=False  H2:H6 (5 cells)
  context_label: physicsAtkRate
  template: =IFERROR(
IF($B$41,$H$28,
VLOOKUP($B$5+$B$4,ReinforceParamWeapon!$A:$AF,MATCH(G{r},ReinforceParamWeapon!$1:$1,0),False)),
1)
  e.g. H2: =IFERROR(
IF($B$41,$H$28,
VLOOKUP($B$5+$B$4,ReinforceParamWeapon!$A:$AF,MATCH(G2,ReinforceParamWeapon!$1:$1,0),False)),
1)  cached=1
  e.g. H3: =IFERROR(
IF($B$41,$H$28,
VLOOKUP($B$5+$B$4,ReinforceParamWeapon!$A:$AF,MATCH(G3,ReinforceParamWeapon!$1:$1,0),False)),
1)  cached=1
  e.g. H4: =IFERROR(
IF($B$41,$H$28,
VLOOKUP($B$5+$B$4,ReinforceParamWeapon!$A:$AF,MATCH(G4,ReinforceParamWeapon!$1:$1,0),False)),
1)  cached=1
  ... 2 more of this pattern

PATTERN 7  kind=excel  array=False  K2:K46 (9 cells)
  context_label: correctType_Physics
  template: =VLOOKUP($B$2+$B$3,EquipParamWeapon!$A$2:$BR48,MATCH(J{r},EquipParamWeapon!$1:$1,0),False)
  e.g. K2: =VLOOKUP($B$2+$B$3,EquipParamWeapon!$A$2:$BR48,MATCH(J2,EquipParamWeapon!$1:$1,0),False)  cached=0
  e.g. K9: =VLOOKUP($B$2+$B$3,EquipParamWeapon!$A$2:$BR48,MATCH(J9,EquipParamWeapon!$1:$1,0),False)  cached=0
  e.g. K16: =VLOOKUP($B$2+$B$3,EquipParamWeapon!$A$2:$BR48,MATCH(J16,EquipParamWeapon!$1:$1,0),False)  cached=0
  ... 6 more of this pattern

PATTERN 8  kind=excel  array=True  V2
  context_label: Unarmed
  array_spill_ref: V2
  template: =IFERROR(IF(VLOOKUP($A$2,WeaponData!$B$2:$F48,3,False),WeaponData!$O$2:$O48,WeaponData!$O$2),WeaponData!$O$2)
  e.g. V2: =IFERROR(IF(VLOOKUP($A$2,WeaponData!$B$2:$F48,3,False),WeaponData!$O$2:$O48,WeaponData!$O$2),WeaponData!$O$2)  cached='Standard'

PATTERN 9  kind=excel  array=True  X2
  context_label: Unarmed
  array_spill_ref: X2
  template: =IFERROR(
IF(VLOOKUP($A$2,WeaponData!$B$2:$I48,4,False),IF(VLOOKUP($A$2,WeaponData!$B$2:$I48,5,False),
{0;1;2;3;4;5;6;7;8;9;10},
{0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25}),
0)
,"")
  e.g. X2: =IFERROR(
IF(VLOOKUP($A$2,WeaponData!$B$2:$I48,4,False),IF(VLOOKUP($A$2,WeaponData!$B$2:$I48,5,False),
{0;1;2;3;4;5;6;7;8;9;10},
{0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25}),
0)
,"")  cached=0

PATTERN 10  kind=excel  array=False  AA2:AA47 (46 cells)
  context_label: Poison Grease
  template: =
IFERROR(IF(ISBLANK(Z{r}),,
IF(VLOOKUP(Z{r},StatusBuffData!$A:$AX,MATCH("isEnhanceIgnore",StatusBuffData!$1:$1,0),False),
AND(VLOOKUP(Z{r},StatusBuffData!$A:$AX,MATCH($B$33,StatusBuffData!$1:$1,0),False),VLOOKUP(Z{r},StatusBuffData!$A:$AX,MATCH($A$3,StatusBuffData!$1:$1,0),False),NOT($B$9)),
IF($B$11,AND(VLOOKUP(Z{r},StatusBuffData!$A:$AX,MATCH($B$33,StatusBuffData!$1:$1,0),False),VLOOKUP(Z{r},StatusBuffData!$A:$AX,MATCH($A$3,StatusBuffData!$1:$1,0),False)),False))
),
True)
  e.g. AA2: =
IFERROR(IF(ISBLANK(Z2),,
IF(VLOOKUP(Z2,StatusBuffData!$A:$AX,MATCH("isEnhanceIgnore",StatusBuffData!$1:$1,0),False),
AND(VLOOKUP(Z2,StatusBuffData!$A:$AX,MATCH($B$33,StatusBuffData!$1:$1,0),False),VLOOKUP(Z2,StatusBuffData!$A:$AX,MATCH($A$3,StatusBuffData!$1:$1,0),False),NOT($B$9)),
IF($B$11,AND(VLOOKUP(Z2,StatusBuffData!$A:$AX,MATCH($B$33,StatusBuffData!$1:$1,0),False),VLOOKUP(Z2,StatusBuffData!$A:$AX,MATCH($A$3,StatusBuffData!$1:$1,0),False)),False))
),
True)  cached=False
  e.g. AA3: =
IFERROR(IF(ISBLANK(Z3),,
IF(VLOOKUP(Z3,StatusBuffData!$A:$AX,MATCH("isEnhanceIgnore",StatusBuffData!$1:$1,0),False),
AND(VLOOKUP(Z3,StatusBuffData!$A:$AX,MATCH($B$33,StatusBuffData!$1:$1,0),False),VLOOKUP(Z3,StatusBuffData!$A:$AX,MATCH($A$3,StatusBuffData!$1:$1,0),False),NOT($B$9)),
IF($B$11,AND(VLOOKUP(Z3,StatusBuffData!$A:$AX,MATCH($B$33,StatusBuffData!$1:$1,0),False),VLOOKUP(Z3,StatusBuffData!$A:$AX,MATCH($A$3,StatusBuffData!$1:$1,0),False)),False))
),
True)  cached=False
  e.g. AA4: =
IFERROR(IF(ISBLANK(Z4),,
IF(VLOOKUP(Z4,StatusBuffData!$A:$AX,MATCH("isEnhanceIgnore",StatusBuffData!$1:$1,0),False),
AND(VLOOKUP(Z4,StatusBuffData!$A:$AX,MATCH($B$33,StatusBuffData!$1:$1,0),False),VLOOKUP(Z4,StatusBuffData!$A:$AX,MATCH($A$3,StatusBuffData!$1:$1,0),False),NOT($B$9)),
IF($B$11,AND(VLOOKUP(Z4,StatusBuffData!$A:$AX,MATCH($B$33,StatusBuffData!$1:$1,0),False),VLOOKUP(Z4,StatusBuffData!$A:$AX,MATCH($A$3,StatusBuffData!$1:$1,0),False)),False))
),
True)  cached=False
  ... 43 more of this pattern

PATTERN 11  kind=excel  array=False  AB2
  context_label: Poison Grease
  template: =StatusBuffData!$A$2
  e.g. AB2: =StatusBuffData!$A$2  cached='None'

PATTERN 12  kind=excel  array=False  AD2
  context_label: Poison Grease
  template: =IF($A$2="Unarmed",,$B$33)
  e.g. AD2: =IF($A$2="Unarmed",,$B$33)

PATTERN 13  kind=excel  array=False  A3
  template: ='AP Calc'!$G$12
  e.g. A3: ='AP Calc'!$G$12  cached='Standard'

PATTERN 14  kind=excel  array=False  B3
  template: =IFERROR(
IF(VLOOKUP($A$2,WeaponData!$B$2:$M48,3,False),
VLOOKUP($A$3,WeaponData!$O$2:P48,2,False),0)
,0)
  e.g. B3: =IFERROR(
IF(VLOOKUP($A$2,WeaponData!$B$2:$M48,3,False),
VLOOKUP($A$3,WeaponData!$O$2:P48,2,False),0)
,0)  cached=0

PATTERN 15  kind=excel  array=False  E3
  context_label: attackBaseMagic
  template: =IFERROR(
IF(ISBLANK($B37),
IF($B$10,VLOOKUP($A$2,ConsumableData!$A:$G,MATCH(D{r},ConsumableData!$1:$1,0),False),
VLOOKUP($B$2+$B$3,EquipParamWeapon!$A:$BR,MATCH(D{r},EquipParamWeapon!$1:$1,0),False)),
$B37),
0)
  e.g. E3: =IFERROR(
IF(ISBLANK($B37),
IF($B$10,VLOOKUP($A$2,ConsumableData!$A:$G,MATCH(D3,ConsumableData!$1:$1,0),False),
VLOOKUP($B$2+$B$3,EquipParamWeapon!$A:$BR,MATCH(D3,EquipParamWeapon!$1:$1,0),False)),
$B37),
0)  cached=0

PATTERN 16  kind=excel  array=False  K3:K31 (5 cells)
  context_label: strengthCorrect_byPhysics
  template: =VLOOKUP($K{r-1},CalcCorrectGraphEz!$A:$EU,$B$20+1,False)
  e.g. K3: =VLOOKUP($K2,CalcCorrectGraphEz!$A:$EU,$B$20+1,False)  cached=18.11896248
  e.g. K10: =VLOOKUP($K9,CalcCorrectGraphEz!$A:$EU,$B$20+1,False)  cached=18.11896248
  e.g. K17: =VLOOKUP($K16,CalcCorrectGraphEz!$A:$EU,$B$20+1,False)  cached=18.11896248
  ... 2 more of this pattern

PATTERN 17  kind=excel  array=False  N3
  context_label: correct
  template: =$E$8*0.01
  e.g. N3: =$E$8*0.01  cached=0.5

PATTERN 18  kind=excel  array=False  O3
  context_label: correct
  template: =$E$9*0.01
  e.g. O3: =$E$9*0.01  cached=0.5

PATTERN 19  kind=excel  array=False  P3
  context_label: correct
  template: =$E$10*0.01
  e.g. P3: =$E$10*0.01  cached=0

PATTERN 20  kind=excel  array=False  Q3
  context_label: correct
  template: =$E$11*0.01
  e.g. Q3: =$E$11*0.01  cached=0

PATTERN 21  kind=excel  array=False  R3
  context_label: correct
  template: =$E$12*0.01
  e.g. R3: =$E$12*0.01  cached=0

PATTERN 22  kind=google_sheets  array=False  T3
  context_label: Unarmed
  template: =IFERROR(FILTER(WeaponData!$B$2:$B48,T1=WeaponData!$A$2:$A48,NOT(IsBlank(WeaponData!$B$2:$B48))),"Select a Weapon Class")
  note: Original Google Sheets formula recovered from DUMMYFUNCTION wrapper. Functions like FILTER, QUERY, UNIQUE, FLATTEN, IMPORTRANGE, GOOGLETRANSLATE are Sheets-only and must be reimplemented.
  e.g. T3: =IFERROR(FILTER(WeaponData!$B$2:$B48,T1=WeaponData!$A$2:$A48,NOT(IsBlank(WeaponData!$B$2:$B48))),"Select a Weapon Class")  cached='Select a Weapon Class'

PATTERN 23  kind=google_sheets  array=False  AB3
  context_label: Rot Grease
  template: =IFERROR(FILTER(Z{r-1}:Z48,AA{r-1}:AA48=True))
  note: Original Google Sheets formula recovered from DUMMYFUNCTION wrapper. Functions like FILTER, QUERY, UNIQUE, FLATTEN, IMPORTRANGE, GOOGLETRANSLATE are Sheets-only and must be reimplemented.
  e.g. AB3: =IFERROR(FILTER(Z2:Z48,AA2:AA48=True))

PATTERN 24  kind=excel  array=False  AD3
  context_label: Rot Grease
  template: =IF(PlannerData!$R$2="Invalid","Unarmed",PlannerData!$R$2)
  e.g. AD3: =IF(PlannerData!$R$2="Invalid","Unarmed",PlannerData!$R$2)  cached='Unarmed'

PATTERN 25  kind=excel  array=False  B4
  context_label: Reinforcement Level
  template: =IF(ISBLANK('AP Calc'!$G$13),0,MAX(MIN('AP Calc'!$G$13,MAX($X$2:$X48)),0))
  e.g. B4: =IF(ISBLANK('AP Calc'!$G$13),0,MAX(MIN('AP Calc'!$G$13,MAX($X$2:$X48)),0))  cached=0

PATTERN 26  kind=excel  array=False  E4
  context_label: attackBaseFire
  template: =IFERROR(
IF(ISBLANK($B38),
IF($B$10,VLOOKUP($A$2,ConsumableData!$A:$G,MATCH(D{r},ConsumableData!$1:$1,0),False),
VLOOKUP($B$2+$B$3,EquipParamWeapon!$A:$BR,MATCH(D{r},EquipParamWeapon!$1:$1,0),False)),
$B38),
0)
  e.g. E4: =IFERROR(
IF(ISBLANK($B38),
IF($B$10,VLOOKUP($A$2,ConsumableData!$A:$G,MATCH(D4,ConsumableData!$1:$1,0),False),
VLOOKUP($B$2+$B$3,EquipParamWeapon!$A:$BR,MATCH(D4,EquipParamWeapon!$1:$1,0),False)),
$B38),
0)  cached=0

PATTERN 27  kind=excel  array=False  K4
  context_label: dexterityCorrect_byPhysics
  template: =VLOOKUP($K2,CalcCorrectGraphEz!$A:$EU,$B$21+1,False)
  e.g. K4: =VLOOKUP($K2,CalcCorrectGraphEz!$A:$EU,$B$21+1,False)  cached=16.45958186

PATTERN 28  kind=excel  array=False  N4
  context_label: correctRate
  template: =$H$8
  e.g. N4: =$H$8  cached=1

PATTERN 29  kind=excel  array=False  O4
  context_label: correctRate
  template: =$H$9
  e.g. O4: =$H$9  cached=1

PATTERN 30  kind=excel  array=False  P4
  context_label: correctRate
  template: =$H$10
  e.g. P4: =$H$10  cached=1

PATTERN 31  kind=excel  array=False  Q4
  context_label: correctRate
  template: =$H$11
  e.g. Q4: =$H$11  cached=1

PATTERN 32  kind=excel  array=False  R4
  context_label: correctRate
  template: =$H$12
  e.g. R4: =$H$12  cached=1

PATTERN 33  kind=excel_compat  array=True  AD4
  context_label: Blood Grease
  array_spill_ref: AD4
  template: =IF($A$2=$AD$3,XLOOKUP(Planner!$Q$17,WeaponData!$O:$O,WeaponData!$O:O,WeaponData!$O$2),WeaponData!$O$2)
  note: Stored with Excel _xlfn/_xlws prefix (newer functions like XLOOKUP).
  e.g. AD4: =IF($A$2=$AD$3,XLOOKUP(Planner!$Q$17,WeaponData!$O:$O,WeaponData!$O:O,WeaponData!$O$2),WeaponData!$O$2)  cached='Standard'

PATTERN 34  kind=excel  array=False  B5:B14 (7 cells)
  context_label: reinforceTypeId
  template: =VLOOKUP($B$2+$B$3,EquipParamWeapon!$A$2:$BR48,MATCH(A{r},EquipParamWeapon!$1:$1,0),False)
  e.g. B5: =VLOOKUP($B$2+$B$3,EquipParamWeapon!$A$2:$BR48,MATCH(A5,EquipParamWeapon!$1:$1,0),False)  cached=3000
  e.g. B8: =VLOOKUP($B$2+$B$3,EquipParamWeapon!$A$2:$BR48,MATCH(A8,EquipParamWeapon!$1:$1,0),False)  cached=0
  e.g. B9: =VLOOKUP($B$2+$B$3,EquipParamWeapon!$A$2:$BR48,MATCH(A9,EquipParamWeapon!$1:$1,0),False)  cached=False
  ... 4 more of this pattern

PATTERN 35  kind=excel  array=False  E5
  context_label: attackBaseThunder
  template: =IFERROR(
IF(ISBLANK($B39),
IF($B$10,VLOOKUP($A$2,ConsumableData!$A:$G,MATCH(D{r},ConsumableData!$1:$1,0),False),
VLOOKUP($B$2+$B$3,EquipParamWeapon!$A:$BR,MATCH(D{r},EquipParamWeapon!$1:$1,0),False)),
$B39),
0)
  e.g. E5: =IFERROR(
IF(ISBLANK($B39),
IF($B$10,VLOOKUP($A$2,ConsumableData!$A:$G,MATCH(D5,ConsumableData!$1:$1,0),False),
VLOOKUP($B$2+$B$3,EquipParamWeapon!$A:$BR,MATCH(D5,EquipParamWeapon!$1:$1,0),False)),
$B39),
0)  cached=0

PATTERN 36  kind=excel  array=False  K5
  context_label: magicCorrect_byPhysics
  template: =VLOOKUP($K2,CalcCorrectGraphEz!$A:$EU,$B$22+1,False)
  e.g. K5: =VLOOKUP($K2,CalcCorrectGraphEz!$A:$EU,$B$22+1,False)  cached=10.11834044

PATTERN 37  kind=excel  array=False  AD5
  context_label: Freezing Grease
  template: =IF($A$2=$AD$3,Planner!$Q$18,MAX($X$2:$X48))
  e.g. AD5: =IF($A$2=$AD$3,Planner!$Q$18,MAX($X$2:$X48))  cached=0

PATTERN 38  kind=excel  array=False  B6
  context_label: attackElementCorrectId
  template: =IF(ISBLANK($B$35),
VLOOKUP($B$2+$B$3,EquipParamWeapon!$A$2:$BR48,MATCH(A{r},EquipParamWeapon!$1:$1,0),False),
$B$35)
  e.g. B6: =IF(ISBLANK($B$35),
VLOOKUP($B$2+$B$3,EquipParamWeapon!$A$2:$BR48,MATCH(A6,EquipParamWeapon!$1:$1,0),False),
$B$35)  cached=10000

PATTERN 39  kind=excel  array=False  E6
  context_label: attackBaseDark
  template: =IFERROR(
IF(ISBLANK($B40),
IF($B$10,VLOOKUP($A$2,ConsumableData!$A:$G,MATCH(D{r},ConsumableData!$1:$1,0),False),
VLOOKUP($B$2+$B$3,EquipParamWeapon!$A:$BR,MATCH(D{r},EquipParamWeapon!$1:$1,0),False)),
$B40),
0)
  e.g. E6: =IFERROR(
IF(ISBLANK($B40),
IF($B$10,VLOOKUP($A$2,ConsumableData!$A:$G,MATCH(D6,ConsumableData!$1:$1,0),False),
VLOOKUP($B$2+$B$3,EquipParamWeapon!$A:$BR,MATCH(D6,EquipParamWeapon!$1:$1,0),False)),
$B40),
0)  cached=0

PATTERN 40  kind=excel  array=False  K6
  context_label: faithCorrect_byPhysics
  template: =VLOOKUP($K2,CalcCorrectGraphEz!$A:$EU,$B$23+1,False)
  e.g. K6: =VLOOKUP($K2,CalcCorrectGraphEz!$A:$EU,$B$23+1,False)  cached=10.11834044

PATTERN 41  kind=excel  array=False  N6:N10 (5 cells)
  context_label: correct_byPhysics
  template: =VLOOKUP(N$2&$M{r},$J:$K,2,False)*0.01
  e.g. N6: =VLOOKUP(N$2&$M6,$J:$K,2,False)*0.01  cached=0.1811896248
  e.g. N7: =VLOOKUP(N$2&$M7,$J:$K,2,False)*0.01  cached=0.1811896248
  e.g. N8: =VLOOKUP(N$2&$M8,$J:$K,2,False)*0.01  cached=0.1811896248
  ... 2 more of this pattern

PATTERN 42  kind=excel  array=False  O6:O10 (5 cells)
  context_label: correct_byPhysics
  template: =VLOOKUP(O$2&$M{r},$J:$K,2,False)*0.01
  e.g. O6: =VLOOKUP(O$2&$M6,$J:$K,2,False)*0.01  cached=0.1645958186
  e.g. O7: =VLOOKUP(O$2&$M7,$J:$K,2,False)*0.01  cached=0.1645958186
  e.g. O8: =VLOOKUP(O$2&$M8,$J:$K,2,False)*0.01  cached=0.1645958186
  ... 2 more of this pattern

PATTERN 43  kind=excel  array=False  P6:P10 (5 cells)
  context_label: correct_byPhysics
  template: =VLOOKUP(P$2&$M{r},$J:$K,2,False)*0.01
  e.g. P6: =VLOOKUP(P$2&$M6,$J:$K,2,False)*0.01  cached=0.1011834044
  e.g. P7: =VLOOKUP(P$2&$M7,$J:$K,2,False)*0.01  cached=0.1011834044
  e.g. P8: =VLOOKUP(P$2&$M8,$J:$K,2,False)*0.01  cached=0.1011834044
  ... 2 more of this pattern

PATTERN 44  kind=excel  array=False  Q6:Q10 (5 cells)
  context_label: correct_byPhysics
  template: =VLOOKUP(Q$2&$M{r},$J:$K,2,False)*0.01
  e.g. Q6: =VLOOKUP(Q$2&$M6,$J:$K,2,False)*0.01  cached=0.1011834044
  e.g. Q7: =VLOOKUP(Q$2&$M7,$J:$K,2,False)*0.01  cached=0.1011834044
  e.g. Q8: =VLOOKUP(Q$2&$M8,$J:$K,2,False)*0.01  cached=0.1011834044
  ... 2 more of this pattern

PATTERN 45  kind=excel  array=False  R6:R10 (5 cells)
  context_label: correct_byPhysics
  template: =VLOOKUP(R$2&$M{r},$J:$K,2,False)*0.01
  e.g. R6: =VLOOKUP(R$2&$M6,$J:$K,2,False)*0.01  cached=0.07164449132
  e.g. R7: =VLOOKUP(R$2&$M7,$J:$K,2,False)*0.01  cached=0.07164449132
  e.g. R8: =VLOOKUP(R$2&$M8,$J:$K,2,False)*0.01  cached=0.07164449132
  ... 2 more of this pattern

PATTERN 46  kind=excel  array=False  B7
  context_label: SpecialStatusSpEffectId
  template: =VLOOKUP($B$2,WeaponData!$C$2:$M48,8,False)
  e.g. B7: =VLOOKUP($B$2,WeaponData!$C$2:$M48,8,False)

PATTERN 47  kind=excel  array=False  K7
  context_label: luckCorrect_byPhysics
  template: =VLOOKUP($K2,CalcCorrectGraphEz!$A:$EU,$B$24+1,False)
  e.g. K7: =VLOOKUP($K2,CalcCorrectGraphEz!$A:$EU,$B$24+1,False)  cached=7.164449132

PATTERN 48  kind=excel  array=True  AD7
  context_label: Drawstring Poison Grease
  array_spill_ref: AD7:AD11
  template: =PlannerData!$B$24:$B$28
  e.g. AD7: =PlannerData!$B$24:$B$28  cached=14

PATTERN 49  kind=excel  array=False  E8:E26 (18 cells)
  context_label: correctStrength
  template: =IFERROR(
