SHEET: Downscaling (Alpha)
WORKBOOK: Copy of ER - Build Planner v1.19.1.xlsx
USED RANGE: A1:O34
NONEMPTY CELLS: 211
FORMULA CELLS: 53

This file is for an LLM that must rebuild these calculations in another language. Treat formulas as the source of truth. Cached/fallback values are only for checking a port. Skip spill_cache cells; they are not logic.

VISIBILITY: hidden
STATIC / INPUT / LABEL CELLS (158):
coord	value
N21	14.0
O21	25.0
B22	Dagger/Throwing Blade Dmg Mult
M22	20.0
N22	15.0
O22	25.0
B23	Colossal/Greatshield Dmg Mult
M23	21.0
N23	16.0
O23	25.0
B24	Bow/Arrow/Bolt Dmg Mult
M24	22.0
N24	17.0
O24	25.0
B25	Greatbow/Ballista Dmg Mult
M25	23.0
N25	18.0
O25	25.0
B26	Crossbow Dmg Mult
M26	24.0
N26	18.0
O26	25.0
B27	Staff Dmg Mult
M27	25.0
N27	19.0
O27	25.0
B28	Seal Dmg Mult
B29	Throwing Item Dmg Mult
B30	Consumable Item Dmg Mult
B32	Colossal Exclusions
B33	Bloodfiend's Arm
B34	Anvil Hammer

CROSS-SHEET REFERENCES: (none)
FORMULA KINDS: excel=53
UNIQUE PATTERNS: 49

========================================================================
FORMULA PATTERNS (fill-down compressed)
{r} is the row of the cell. Port the template once and apply per row.
========================================================================

PATTERN 1  kind=excel  array=False  J1
  template: =C8
  e.g. J1: =C8  cached=397.5

PATTERN 2  kind=excel  array=False  K1
  template: =C9
  e.g. K1: =C9  cached=963

PATTERN 3  kind=excel  array=False  J3
  context_label: Multiplayer Correction - HP
  template: =IF(J$1<=1,1,
IF(J$1<76,((J$1-1)/75)^1*0+1,
IF(J$1<220,((J$1-76)/144)^1*1+1,
IF(J$1<350,((J$1-220)/130)^1*0.3+2,
IF(J$1<999,((J$1-350)/649)^1*0.2+2.3,
2.5)))))
  e.g. J3: =IF(J$1<=1,1,
IF(J$1<76,((J$1-1)/75)^1*0+1,
IF(J$1<220,((J$1-76)/144)^1*1+1,
IF(J$1<350,((J$1-220)/130)^1*0.3+2,
IF(J$1<999,((J$1-350)/649)^1*0.2+2.3,
2.5)))))  cached=2.314637904

PATTERN 4  kind=excel  array=False  K3
  context_label: Multiplayer Correction - HP
  template: =IF(K$1<=1,1,
IF(K$1<76,((K$1-1)/75)^1*0+1,
IF(K$1<220,((K$1-76)/144)^1*1+1,
IF(K$1<350,((K$1-220)/130)^1*0.3+2,
IF(K$1<999,((K$1-350)/649)^1*0.2+2.3,
2.5)))))
  e.g. K3: =IF(K$1<=1,1,
IF(K$1<76,((K$1-1)/75)^1*0+1,
IF(K$1<220,((K$1-76)/144)^1*1+1,
IF(K$1<350,((K$1-220)/130)^1*0.3+2,
IF(K$1<999,((K$1-350)/649)^1*0.2+2.3,
2.5)))))  cached=2.488906009

PATTERN 5  kind=excel  array=False  J4
  context_label: Multiplayer Correction - FP
  template: =IF(J$1<=1,1,
IF(J$1<76,((J$1-1)/75)^1*0+1,
IF(J$1<220,((J$1-76)/144)^1*0.1+1,
IF(J$1<350,((J$1-220)/130)^1*0.15+1.1,
IF(J$1<999,((J$1-350)/649)^1*0.75+1.25,
2)))))
  e.g. J4: =IF(J$1<=1,1,
IF(J$1<76,((J$1-1)/75)^1*0+1,
IF(J$1<220,((J$1-76)/144)^1*0.1+1,
IF(J$1<350,((J$1-220)/130)^1*0.15+1.1,
IF(J$1<999,((J$1-350)/649)^1*0.75+1.25,
2)))))  cached=1.304892142

PATTERN 6  kind=excel  array=False  K4
  context_label: Multiplayer Correction - FP
  template: =IF(K$1<=1,1,
IF(K$1<76,((K$1-1)/75)^1*0+1,
IF(K$1<220,((K$1-76)/144)^1*0.1+1,
IF(K$1<350,((K$1-220)/130)^1*0.15+1.1,
IF(K$1<999,((K$1-350)/649)^1*0.75+1.25,
2)))))
  e.g. K4: =IF(K$1<=1,1,
IF(K$1<76,((K$1-1)/75)^1*0+1,
IF(K$1<220,((K$1-76)/144)^1*0.1+1,
IF(K$1<350,((K$1-220)/130)^1*0.15+1.1,
IF(K$1<999,((K$1-350)/649)^1*0.75+1.25,
2)))))  cached=1.958397535

PATTERN 7  kind=excel  array=False  J5
  context_label: Multiplayer Correction - Stamina
  template: =IF(J$1<=1,1,
IF(J$1<76,((J$1-1)/75)^1*0+1,
IF(J$1<220,((J$1-76)/144)^1*0.1+1,
IF(J$1<350,((J$1-220)/130)^1*0.15+1.1,
IF(J$1<999,((J$1-350)/649)^1*0.15+1.25,
1.4)))))
  e.g. J5: =IF(J$1<=1,1,
IF(J$1<76,((J$1-1)/75)^1*0+1,
IF(J$1<220,((J$1-76)/144)^1*0.1+1,
IF(J$1<350,((J$1-220)/130)^1*0.15+1.1,
IF(J$1<999,((J$1-350)/649)^1*0.15+1.25,
1.4)))))  cached=1.260978428

PATTERN 8  kind=excel  array=False  K5
  context_label: Multiplayer Correction - Stamina
  template: =IF(K$1<=1,1,
IF(K$1<76,((K$1-1)/75)^1*0+1,
IF(K$1<220,((K$1-76)/144)^1*0.1+1,
IF(K$1<350,((K$1-220)/130)^1*0.15+1.1,
IF(K$1<999,((K$1-350)/649)^1*0.15+1.25,
1.4)))))
  e.g. K5: =IF(K$1<=1,1,
IF(K$1<76,((K$1-1)/75)^1*0+1,
IF(K$1<220,((K$1-76)/144)^1*0.1+1,
IF(K$1<350,((K$1-220)/130)^1*0.15+1.1,
IF(K$1<999,((K$1-350)/649)^1*0.15+1.25,
1.4)))))  cached=1.391679507

PATTERN 9  kind=excel  array=False  J6
  context_label: Multiplayer Correction - Defense
  template: =IF(J$1<=1,93,
IF(J$1<76,((J$1-1)/75)^1*21+93,
IF(J$1<220,((J$1-76)/144)^1*36+114,
IF(J$1<350,((J$1-220)/130)^1*15+150,
IF(J$1<999,((J$1-350)/649)^1*85+165,
250)))))
  e.g. J6: =IF(J$1<=1,93,
IF(J$1<76,((J$1-1)/75)^1*21+93,
IF(J$1<220,((J$1-76)/144)^1*36+114,
IF(J$1<350,((J$1-220)/130)^1*15+150,
IF(J$1<999,((J$1-350)/649)^1*85+165,
250)))))  cached=171.2211094

PATTERN 10  kind=excel  array=False  K6
  context_label: Multiplayer Correction - Defense
  template: =IF(K$1<=1,93,
IF(K$1<76,((K$1-1)/75)^1*21+93,
IF(K$1<220,((K$1-76)/144)^1*36+114,
IF(K$1<350,((K$1-220)/130)^1*15+150,
IF(K$1<999,((K$1-350)/649)^1*85+165,
250)))))
  e.g. K6: =IF(K$1<=1,93,
IF(K$1<76,((K$1-1)/75)^1*21+93,
IF(K$1<220,((K$1-76)/144)^1*36+114,
IF(K$1<350,((K$1-220)/130)^1*15+150,
IF(K$1<999,((K$1-350)/649)^1*85+165,
250)))))  cached=245.2850539

PATTERN 11  kind=excel  array=False  J7
  context_label: Multiplayer Correction - Resistance
  template: =IF(J$1<=1,100,
IF(J$1<76,((J$1-1)/75)^1*20+100,
IF(J$1<220,((J$1-76)/144)^1*40+120,
IF(J$1<350,((J$1-220)/130)^1*40+160,
IF(J$1<999,((J$1-350)/649)^1*50+200,
250)))))
  e.g. J7: =IF(J$1<=1,100,
IF(J$1<76,((J$1-1)/75)^1*20+100,
IF(J$1<220,((J$1-76)/144)^1*40+120,
IF(J$1<350,((J$1-220)/130)^1*40+160,
IF(J$1<999,((J$1-350)/649)^1*50+200,
250)))))  cached=203.6594761

PATTERN 12  kind=excel  array=False  K7
  context_label: Multiplayer Correction - Resistance
  template: =IF(K$1<=1,100,
IF(K$1<76,((K$1-1)/75)^1*20+100,
IF(K$1<220,((K$1-76)/144)^1*40+120,
IF(K$1<350,((K$1-220)/130)^1*40+160,
IF(K$1<999,((K$1-350)/649)^1*50+200,
250)))))
  e.g. K7: =IF(K$1<=1,100,
IF(K$1<76,((K$1-1)/75)^1*20+100,
IF(K$1<220,((K$1-76)/144)^1*40+120,
IF(K$1<350,((K$1-220)/130)^1*40+160,
IF(K$1<999,((K$1-350)/649)^1*50+200,
250)))))  cached=247.2265023

PATTERN 13  kind=excel  array=False  C8
  context_label: host_maxScore
  template: =C2*(1+$F$3/100)
+$F$4
+C3*$F$2
  e.g. C8: =C2*(1+$F$3/100)
+$F$4
+C3*$F$2  cached=397.5

PATTERN 14  kind=excel  array=False  J8:J10 (2 cells)
  context_label: Multiplayer Correction - Regular Weapons Damage
  template: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*3+1,
IF(J$1<333,((J$1-215)/118)^1*1+4,
IF(J$1<902,((J$1-333)/569)^1*0+5,
5)))))
  e.g. J8: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*3+1,
IF(J$1<333,((J$1-215)/118)^1*1+4,
IF(J$1<902,((J$1-333)/569)^1*0+5,
5)))))  cached=5
  e.g. J10: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*3+1,
IF(J$1<333,((J$1-215)/118)^1*1+4,
IF(J$1<902,((J$1-333)/569)^1*0+5,
5)))))  cached=5

PATTERN 15  kind=excel  array=False  K8:K10 (2 cells)
  context_label: Multiplayer Correction - Regular Weapons Damage
  template: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*3+1,
IF(K$1<333,((K$1-215)/118)^1*1+4,
IF(K$1<902,((K$1-333)/569)^1*0+5,
5)))))
  e.g. K8: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*3+1,
IF(K$1<333,((K$1-215)/118)^1*1+4,
IF(K$1<902,((K$1-333)/569)^1*0+5,
5)))))  cached=5
  e.g. K10: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*3+1,
IF(K$1<333,((K$1-215)/118)^1*1+4,
IF(K$1<902,((K$1-333)/569)^1*0+5,
5)))))  cached=5

PATTERN 16  kind=excel  array=False  C9
  context_label: summon_minScore
  template: =C5
+C6*$F$2
  e.g. C9: =C5
+C6*$F$2  cached=963

PATTERN 17  kind=excel  array=False  J9
  context_label: Multiplayer Correction - Daggers/Throwing Blades Damage
  template: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*4+1,
IF(J$1<333,((J$1-215)/118)^1*1+5,
IF(J$1<902,((J$1-333)/569)^1*0+6,
6)))))
  e.g. J9: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*4+1,
IF(J$1<333,((J$1-215)/118)^1*1+5,
IF(J$1<902,((J$1-333)/569)^1*0+6,
6)))))  cached=6

PATTERN 18  kind=excel  array=False  K9
  context_label: Multiplayer Correction - Daggers/Throwing Blades Damage
  template: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*4+1,
IF(K$1<333,((K$1-215)/118)^1*1+5,
IF(K$1<902,((K$1-333)/569)^1*0+6,
6)))))
  e.g. K9: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*4+1,
IF(K$1<333,((K$1-215)/118)^1*1+5,
IF(K$1<902,((K$1-333)/569)^1*0+6,
6)))))  cached=6

PATTERN 19  kind=excel  array=False  C11
  context_label: hostLevel_upperRange
  template: =ROUND(IF(C2>=306,713,
MIN((C2*1.1+10)-0.01,305)),0)
  e.g. C11: =ROUND(IF(C2>=306,713,
MIN((C2*1.1+10)-0.01,305)),0)  cached=147

PATTERN 20  kind=excel  array=False  J11
  context_label: Multiplayer Correction - Bows/Bolts/Arrows Damage
  template: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*2+1,
IF(J$1<333,((J$1-215)/118)^1*0.5+3,
IF(J$1<902,((J$1-333)/569)^1*0+3.5,
3.5)))))
  e.g. J11: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*2+1,
IF(J$1<333,((J$1-215)/118)^1*0.5+3,
IF(J$1<902,((J$1-333)/569)^1*0+3.5,
3.5)))))  cached=3.5

PATTERN 21  kind=excel  array=False  K11
  context_label: Multiplayer Correction - Bows/Bolts/Arrows Damage
  template: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*2+1,
IF(K$1<333,((K$1-215)/118)^1*0.5+3,
IF(K$1<902,((K$1-333)/569)^1*0+3.5,
3.5)))))
  e.g. K11: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*2+1,
IF(K$1<333,((K$1-215)/118)^1*0.5+3,
IF(K$1<902,((K$1-333)/569)^1*0+3.5,
3.5)))))  cached=3.5

PATTERN 22  kind=excel  array=False  C12
  context_label: hostWeapon_upperRange
  template: =VLOOKUP(C3,$M:$O,3,False)
  e.g. C12: =VLOOKUP(C3,$M:$O,3,False)  cached=25

PATTERN 23  kind=excel  array=False  J12
  context_label: Multiplayer Correction - Greatbows/Ballistas Damage
  template: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*3.5+1,
IF(J$1<333,((J$1-215)/118)^1*0.5+4.5,
IF(J$1<902,((J$1-333)/569)^1*0+5,
5)))))
  e.g. J12: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*3.5+1,
IF(J$1<333,((J$1-215)/118)^1*0.5+4.5,
IF(J$1<902,((J$1-333)/569)^1*0+5,
5)))))  cached=5

PATTERN 24  kind=excel  array=False  K12
  context_label: Multiplayer Correction - Greatbows/Ballistas Damage
  template: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*3.5+1,
IF(K$1<333,((K$1-215)/118)^1*0.5+4.5,
IF(K$1<902,((K$1-333)/569)^1*0+5,
5)))))
  e.g. K12: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*3.5+1,
IF(K$1<333,((K$1-215)/118)^1*0.5+4.5,
IF(K$1<902,((K$1-333)/569)^1*0+5,
5)))))  cached=5

PATTERN 25  kind=excel  array=False  C13
  context_label: outsideLevelRange
  template: =C5>C11
  e.g. C13: =C5>C11  cached=True

PATTERN 26  kind=excel  array=False  J13
  context_label: Multiplayer Correction - Crossbows Damage
  template: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<100,((J$1-30)/70)^1*0.8+1,
IF(J$1<200,((J$1-100)/100)^1*0.8+1.8,
IF(J$1<902,((J$1-200)/702)^1*0+2.6,
2.6)))))
  e.g. J13: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<100,((J$1-30)/70)^1*0.8+1,
IF(J$1<200,((J$1-100)/100)^1*0.8+1.8,
IF(J$1<902,((J$1-200)/702)^1*0+2.6,
2.6)))))  cached=2.6

PATTERN 27  kind=excel  array=False  K13
  context_label: Multiplayer Correction - Crossbows Damage
  template: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<100,((K$1-30)/70)^1*0.8+1,
IF(K$1<200,((K$1-100)/100)^1*0.8+1.8,
IF(K$1<902,((K$1-200)/702)^1*0+2.6,
2.6)))))
  e.g. K13: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<100,((K$1-30)/70)^1*0.8+1,
IF(K$1<200,((K$1-100)/100)^1*0.8+1.8,
IF(K$1<902,((K$1-200)/702)^1*0+2.6,
2.6)))))  cached=2.6

PATTERN 28  kind=excel  array=False  C14
  context_label: outsideWeaponRange
  template: =C6>C12
  e.g. C14: =C6>C12  cached=False

PATTERN 29  kind=excel  array=False  J14:J15 (2 cells)
  context_label: Multiplayer Correction - Staves Damage
  template: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*1.5+1,
IF(J$1<262,((J$1-215)/47)^1*0.5+2.5,
IF(J$1<902,((J$1-262)/640)^1*0+3,
3)))))
  e.g. J14: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*1.5+1,
IF(J$1<262,((J$1-215)/47)^1*0.5+2.5,
IF(J$1<902,((J$1-262)/640)^1*0+3,
3)))))  cached=3
  e.g. J15: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*1.5+1,
IF(J$1<262,((J$1-215)/47)^1*0.5+2.5,
IF(J$1<902,((J$1-262)/640)^1*0+3,
3)))))  cached=3

PATTERN 30  kind=excel  array=False  K14:K15 (2 cells)
  context_label: Multiplayer Correction - Staves Damage
  template: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*1.5+1,
IF(K$1<262,((K$1-215)/47)^1*0.5+2.5,
IF(K$1<902,((K$1-262)/640)^1*0+3,
3)))))
  e.g. K14: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*1.5+1,
IF(K$1<262,((K$1-215)/47)^1*0.5+2.5,
IF(K$1<902,((K$1-262)/640)^1*0+3,
3)))))  cached=3
  e.g. K15: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*1.5+1,
IF(K$1<262,((K$1-215)/47)^1*0.5+2.5,
IF(K$1<902,((K$1-262)/640)^1*0+3,
3)))))  cached=3

PATTERN 31  kind=excel  array=False  C16
  context_label: HP Multiplier
  template: =J3/K3
  e.g. C16: =J3/K3  cached=0.9299820467

PATTERN 32  kind=excel  array=False  J16
  context_label: Multiplayer Correction - Throwing Items Damage
  template: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*2.5+1,
IF(J$1<333,((J$1-215)/118)^1*0+3.5,
IF(J$1<902,((J$1-333)/569)^1*0+3.5,
3.5)))))
  e.g. J16: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*2.5+1,
IF(J$1<333,((J$1-215)/118)^1*0+3.5,
IF(J$1<902,((J$1-333)/569)^1*0+3.5,
3.5)))))  cached=3.5

PATTERN 33  kind=excel  array=False  K16
  context_label: Multiplayer Correction - Throwing Items Damage
  template: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*2.5+1,
IF(K$1<333,((K$1-215)/118)^1*0+3.5,
IF(K$1<902,((K$1-333)/569)^1*0+3.5,
3.5)))))
  e.g. K16: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*2.5+1,
IF(K$1<333,((K$1-215)/118)^1*0+3.5,
IF(K$1<902,((K$1-333)/569)^1*0+3.5,
3.5)))))  cached=3.5

PATTERN 34  kind=excel  array=False  C17
  context_label: FP Multiplier
  template: =J4/K4
  e.g. C17: =J4/K4  cached=0.6663060582

PATTERN 35  kind=excel  array=False  J17
  context_label: Multiplayer Correction - Consumable Items Damage
  template: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*1+1,
IF(J$1<333,((J$1-215)/118)^1*0.5+2,
IF(J$1<902,((J$1-333)/569)^1*0+2.5,
2.5)))))
  e.g. J17: =IF(J$1<=1,1,
IF(J$1<30,((J$1-1)/29)^1*0+1,
IF(J$1<215,((J$1-30)/185)^1*1+1,
IF(J$1<333,((J$1-215)/118)^1*0.5+2,
IF(J$1<902,((J$1-333)/569)^1*0+2.5,
2.5)))))  cached=2.5

PATTERN 36  kind=excel  array=False  K17
  context_label: Multiplayer Correction - Consumable Items Damage
  template: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*1+1,
IF(K$1<333,((K$1-215)/118)^1*0.5+2,
IF(K$1<902,((K$1-333)/569)^1*0+2.5,
2.5)))))
  e.g. K17: =IF(K$1<=1,1,
IF(K$1<30,((K$1-1)/29)^1*0+1,
IF(K$1<215,((K$1-30)/185)^1*1+1,
IF(K$1<333,((K$1-215)/118)^1*0.5+2,
IF(K$1<902,((K$1-333)/569)^1*0+2.5,
2.5)))))  cached=2.5

PATTERN 37  kind=excel  array=False  C18
  context_label: Stamina Multiplier
  template: =J5/K5
  e.g. C18: =J5/K5  cached=0.9060839238

PATTERN 38  kind=excel  array=False  C19
  context_label: Defense Multiplier
  template: =J6/K6
  e.g. C19: =J6/K6  cached=0.6980495006

PATTERN 39  kind=excel  array=False  C20
  context_label: Resistance Multiplier
  template: =J7/K7
  e.g. C20: =J7/K7  cached=0.8237768775

PATTERN 40  kind=excel  array=False  C21
  context_label: General Dmg Mult
  template: =J8/K8
  e.g. C21: =J8/K8  cached=1

PATTERN 41  kind=excel  array=False  C22
  context_label: Dagger/Throwing Blade Dmg Mult
  template: =J9/K9
  e.g. C22: =J9/K9  cached=1

PATTERN 42  kind=excel  array=False  C23
  context_label: Colossal/Greatshield Dmg Mult
  template: =J10/K10
  e.g. C23: =J10/K10  cached=1

PATTERN 43  kind=excel  array=False  C24
  context_label: Bow/Arrow/Bolt Dmg Mult
  template: =J11/K11
  e.g. C24: =J11/K11  cached=1

PATTERN 44  kind=excel  array=False  C25
  context_label: Greatbow/Ballista Dmg Mult
  template: =J12/K12
  e.g. C25: =J12/K12  cached=1

PATTERN 45  kind=excel  array=False  C26
  context_label: Crossbow Dmg Mult
  template: =J13/K13
  e.g. C26: =J13/K13  cached=1

PATTERN 46  kind=excel  array=False  C27
  context_label: Staff Dmg Mult
  template: =J14/K14
  e.g. C27: =J14/K14  cached=1

PATTERN 47  kind=excel  array=False  C28
  context_label: Seal Dmg Mult
  template: =J15/K15
  e.g. C28: =J15/K15  cached=1

PATTERN 48  kind=excel  array=False  C29
  context_label: Throwing Item Dmg Mult
  template: =J16/K16
  e.g. C29: =J16/K16  cached=1

PATTERN 49  kind=excel  array=False  C30
  context_label: Consumable Item Dmg Mult
  template: =J17/K17
  e.g. C30: =J17/K17  cached=1

========================================================================
ALL FORMULAS
========================================================================
cell	kind	array_ref	label	logic	stored	cached
J1	excel			=C8	=C8	397.5
K1	excel			=C9	=C9	963
J3	excel		Multiplayer Correction - HP	=IF(J$1<=1,1, | IF(J$1<76,((J$1-1)/75)^1*0+1, | IF(J$1<220,((J$1-76)/144)^1*1+1, | IF(J$1<350,((J$1-220)/130)^1*0.3+2, | IF(J$1<999,((J$1-350)/649)^1*0.2+2.3, | 2.5)))))	=IF(J$1<=1,1, | IF(J$1<76,((J$1-1)/75)^1*0+1, | IF(J$1<220,((J$1-76)/144)^1*1+1, | IF(J$1<350,((J$1-220)/130)^1*0.3+2, | IF(J$1<999,((J$1-350)/649)^1*0.2+2.3, | 2.5)))))	2.314637904
K3	excel		Multiplayer Correction - HP	=IF(K$1<=1,1, | IF(K$1<76,((K$1-1)/75)^1*0+1, | IF(K$1<220,((K$1-76)/144)^1*1+1, | IF(K$1<350,((K$1-220)/130)^1*0.3+2, | IF(K$1<999,((K$1-350)/649)^1*0.2+2.3, | 2.5)))))	=IF(K$1<=1,1, | IF(K$1<76,((K$1-1)/75)^1*0+1, | IF(K$1<220,((K$1-76)/144)^1*1+1, | IF(K$1<350,((K$1-220)/130)^1*0.3+2, | IF(K$1<999,((K$1-350)/649)^1*0.2+2.3, | 2.5)))))	2.488906009
J4	excel		Multiplayer Correction - FP	=IF(J$1<=1,1, | IF(J$1<76,((J$1-1)/75)^1*0+1, | IF(J$1<220,((J$1-76)/144)^1*0.1+1, | IF(J$1<350,((J$1-220)/130)^1*0.15+1.1, | IF(J$1<999,((J$1-350)/649)^1*0.75+1.25, | 2)))))	=IF(J$1<=1,1, | IF(J$1<76,((J$1-1)/75)^1*0+1, | IF(J$1<220,((J$1-76)/144)^1*0.1+1, | IF(J$1<350,((J$1-220)/130)^1*0.15+1.1, | IF(J$1<999,((J$1-350)/649)^1*0.75+1.25, | 2)))))	1.304892142
