SHEET: BuildsData
WORKBOOK: Copy of ER - Build Planner v1.19.1.xlsx
USED RANGE: A1:AQ706
NONEMPTY CELLS: 6233
FORMULA CELLS: 259

This file is for an LLM that must rebuild these calculations in another language. Treat formulas as the source of truth. Cached/fallback values are only for checking a port. Skip spill_cache cells; they are not logic.

STATIC / INPUT / LABEL CELLS (5974):
coord	value
AE7	2011010.0
AG7	Dagger
AH7	Erdsteel Dagger
AI7	1150000.0
AJ7	TRUE
AK7	FALSE
AM7	Flame Art
AN7	500.0
AP7	Glintstone Cometshard
AQ7	4020.0
D8	Intelligence
K8	Intelligence
R8	Samurai
S8	70.0
U8	Page Hood
V8	220000.0
X8	Crimson Seed Talisman +1
Y8	7140.0
AA8	Malenia's Great Rune
AB8	196.0
AD8	Cerulean Crystal Tear 1
AE8	11004.0
AG8	Dagger
AH8	Fire Knight's Shortsword
AI8	1510000.0
AJ8	TRUE
AK8	FALSE
AM8	Lightning
AN8	600.0
AP8	Comet
AQ8	4021.0
A9	Disable Class Load
B9	TRUE
D9	Faith
K9	Faith
R9	Prisoner
S9	80.0
U9	High Page Hood
V9	1990000.0
X9	Blessed Dew Talisman
Y9	5020.0
AD9	Cerulean Crystal Tear 2
AE9	11005.0
AG9	Dagger
AH9	Wakizashi
AI9	1100000.0
AJ9	TRUE
AK9	FALSE
AM9	Sacred
AN9	700.0
AP9	Comet
AQ9	4021.0
D10	Arcane
K10	Arcane
R10	Confessor
S10	90.0
U10	Guardian Mask
V10	330000.0
X10	Cerulean Amber Medallion
Y10	1010.0
AA10	Godrick's Great Rune
AB10	10.0
AD10	Greenspill Crystal Tear
AE10	11001.0
AG10	Dagger
AH10	Main-gauche
AI10	1500000.0
AJ10	TRUE
AK10	FALSE
AM10	Magic
AN10	800.0
AP10	Comet
AQ10	4021.0
D11	Head
K11	Head
R11	Wretch
S11	100.0
U11	Festive Hood
V11	800000.0
X11	Cerulean Amber Medallion +1
Y11	1011.0
AA11	Rykard's Great Rune
AB11	20.0
AD11	Greenburst Crystal Tear
AE11	11010.0
AG11	Dagger
AH11	Celebrant's Sickle
AI11	1060000.0
AJ11	TRUE
AK11	FALSE
AM11	Cold
AN11	900.0
AP11	Shard Spiral
AQ11	4030.0
D12	Body
E12	Empty
K12	Body
U12	Festive Hood (Altered)
V12	801000.0
X12	Cerulean Amber Medallion +2
Y12	1012.0
AA12	Radahn's Great Rune
AB12	30.0
AD12	Strength-knot Crystal Tear
AE12	11021.0
AG12	Dagger
AH12	Ivory Sickle
AI12	1130000.0
AJ12	TRUE
AK12	FALSE
AM12	Poison
AN12	1000.0
AP12	Shard Spiral
AQ12	4030.0
D13	Arms
E13	Empty
K13	Arms
U13	Blue Festive Hood
V13	802000.0
X13	Cerulean Amber Medallion +3
Y13	7010.0
AA13	Morgott's Great Rune
AB13	40.0
AD13	Dexterity-knot Crystal Tear
AE13	11022.0
AG13	Dagger
AH13	Crystal Knife
AI13	1050000.0
AJ13	TRUE
AK13	FALSE
AM13	Blood
AN13	1100.0
AP13	Glintstone Stars
AQ13	4040.0
D14	Legs
E14	Empty
K14	Legs
U14	Guilty Hood
V14	160000.0
X14	Cerulean Seed Talisman
Y14	5010.0
AA14	Mohg's Great Rune
AB14	50.0
AD14	Intelligence-knot Crystal Tear
AE14	11023.0
AG14	Dagger
AH14	Scorpion's Stinger
AI14	1080000.0
AJ14	TRUE
AK14	TRUE
AM14	Occult
AN14	1200.0
AP14	Glintstone Stars
AQ14	4040.0
D15	Talisman 1
K15	Talisman 1
U15	Prisoner Iron Mask
V15	890000.0
X15	Cerulean Seed Talisman +1
Y15	7150.0
AA15	Malenia's Great Rune
AB15	60.0
AD15	Faith-knot Crystal Tear
AE15	11024.0
AG15	Dagger
AH15	Cinquedea
AI15	1110000.0
AJ15	TRUE
AK15	TRUE
AP15	Glintstone Stars
AQ15	4040.0
D16	Talisman 2
K16	Talisman 2
U16	Blackguard's Iron Mask
V16	891000.0
X16	Blessed Blue Dew Talisman
Y16	8000.0
AD16	Opaline Hardtear
AE16	11011.0
AG16	Dagger
AH16	Glintstone Kris
AI16	1070000.0
AJ16	TRUE
AK16	TRUE
AP16	Glintstone Stars
AQ16	4040.0
D17	Talisman 3
K17	Talisman 3
U17	Bloodsoaked Mask
V17	964000.0
X17	Talisman of Lord's Bestowal
Y17	8200.0
AD17	Speckled Hardtear
AE17	11006.0
AG17	Dagger
AH17	Reduvia
AI17	1040000.0
AJ17	TRUE
AK17	TRUE
AP17	Glintstone Stars
AQ17	4040.0
D18	Talisman 4
K18	Talisman 4
U18	Caterpillar Mask
V18	5070000.0
X18	Viridian Amber Medallion
Y18	1020.0
AD18	Leaden Hardtear
AE18	11018.0
AG18	Dagger
AH18	Blade of Calling
AI18	1160000.0
AJ18	TRUE
AK18	TRUE
AP18	Glintstone Stars
AQ18	4040.0
D19	Great Rune
K19	Great Rune
U19	Black Dumpling
V19	2020000.0
X19	Viridian Amber Medallion +1
Y19	1021.0
AD19	Deflecting Hardtear
AE19	2011070.0
AG19	Dagger
AH19	Black Knife
AI19	1010000.0
AJ19	TRUE
AK19	TRUE
AP19	Star Shower
AQ19	4050.0
A20	Starting Class
D20	RH1 Weapon
K20	RH1 Weapon
U20	Mushroom Head
V20	1130000.0
X20	Viridian Amber Medallion +2
Y20	1022.0
AD20	Magic-Shrouding Cracked Tear
AE20	11029.0
AG20	Throwing Blade
AH20	Smithscript Dagger
AI20	63500000.0
AJ20	TRUE
AK20	FALSE
AP20	Star Shower
AQ20	4050.0
A21	Vigor
D21	RH1 Affinity
K21	RH2 Weapon
U21	Mushroom Crown
V21	2010000.0
X21	Viridian Amber Medallion +3
... 5574 more static cells omitted (see CSV)

CROSS-SHEET REFERENCES: ArmorData, Builds, CrystalTearData, GreatRuneData, MagicData, Planner, PlannerData, TalismanData, WeaponData
FORMULA KINDS: excel=212, google_sheets=3, spill_cache=44
UNIQUE PATTERNS: 139

========================================================================
FORMULA PATTERNS (fill-down compressed)
{r} is the row of the cell. Port the template once and apply per row.
========================================================================

PATTERN 1  kind=excel  array=True  AG1
  context_label: ID
  array_spill_ref: AG1:AI571
  template: =WeaponData!$A:$C
  e.g. AG1: =WeaponData!$A:$C  cached='Weapon Class'

PATTERN 2  kind=excel  array=True  AJ1
  context_label: ID
  array_spill_ref: AJ1:AK571
  template: =WeaponData!$E:$F
  e.g. AJ1: =WeaponData!$E:$F  cached='isReinforce'

PATTERN 3  kind=excel  array=False  B2
  context_label: Build Name
  template: =IFERROR(IFS(
OR(LOWER(Planner!G11)="none",Planner!G11="--------------------------------------------------------------------------------"),,
LEFT(LOWER(Planner!G11),10)="[default] ",RIGHT(Planner!G11,LEN(Planner!G11)-10)
),Planner!G11)
  e.g. B2: =IFERROR(IFS(
OR(LOWER(Planner!G11)="none",Planner!G11="--------------------------------------------------------------------------------"),,
LEFT(LOWER(Planner!G11),10)="[default] ",RIGHT(Planner!G11,LEN(Planner!G11)-10)
),Planner!G11)

PATTERN 4  kind=excel  array=False  E2
  context_label: Starting Class
  template: =Planner!$G$14
  e.g. E2: =Planner!$G$14  cached='Vagabond'

PATTERN 5  kind=excel  array=False  F2
  context_label: Starting Class
  template: =DEC{r}HEX(
IFERROR(
VLOOKUP($E{r},$R:$S,2,False),
10)
)
  e.g. F2: =DEC2HEX(
IFERROR(
VLOOKUP($E2,$R:$S,2,False),
10)
)  cached='A'

PATTERN 6  kind=google_sheets  array=False  I2
  context_label: Planner Selection Build ID
  template: ="0x"&SUBSTITUTE(JOIN("-",FILTER($F$2:$F1206,NOT(ISBLANK($F$2:$F1206)))),"-","-0x")
  note: Original Google Sheets formula recovered from DUMMYFUNCTION wrapper. Functions like FILTER, QUERY, UNIQUE, FLATTEN, IMPORTRANGE, GOOGLETRANSLATE are Sheets-only and must be reimplemented.
  e.g. I2: ="0x"&SUBSTITUTE(JOIN("-",FILTER($F$2:$F1206,NOT(ISBLANK($F$2:$F1206)))),"-","-0x")  cached='0xA-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x1ADB0-0x1ADB0-0x1ADB0-0x1ADB0-0x1ADB0-0x1ADB0-0xA-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0'

PATTERN 7  kind=google_sheets  array=False  L2
  context_label: Starting Class
  template: =TRANSPOSE(ARRAYFORMULA(HEX{r}DEC(SPLIT($I$6,"-"))))
  note: Original Google Sheets formula recovered from DUMMYFUNCTION wrapper. Functions like FILTER, QUERY, UNIQUE, FLATTEN, IMPORTRANGE, GOOGLETRANSLATE are Sheets-only and must be reimplemented.
  e.g. L2: =TRANSPOSE(ARRAYFORMULA(HEX2DEC(SPLIT($I$6,"-"))))  cached=10

PATTERN 8  kind=excel  array=True  M2
  context_label: Starting Class
  array_spill_ref: M2
  template: =INDEX($R:$R,MATCH($L{r},$S:$S,0))
  e.g. M2: =INDEX($R:$R,MATCH($L2,$S:$S,0))  cached='Vagabond'

PATTERN 9  kind=excel  array=True  AM2
  context_label: Dagger
  array_spill_ref: AM2:AN571
  template: =WeaponData!$O$2:$P1206
  e.g. AM2: =WeaponData!$O$2:$P1206  cached='Standard'

PATTERN 10  kind=excel  array=False  B3
  context_label: Build ID
  template: =SUBSTITUTE(I{r-1},"0x",)
  e.g. B3: =SUBSTITUTE(I2,"0x",)  cached='A-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1ADB0-1ADB0-1ADB0-1ADB0-1ADB0-1ADB0-A-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0'

PATTERN 11  kind=excel  array=True  E3
  context_label: Vigor
  array_spill_ref: E3:E10
  template: =Planner!$I$19:$I$26
  e.g. E3: =Planner!$I$19:$I$26

PATTERN 12  kind=excel  array=False  F3
  context_label: Vigor
  template: =DEC{r-1}HEX(
IF(ISBLANK($E{r}),0,$E{r})
)
  e.g. F3: =DEC2HEX(
IF(ISBLANK($E3),0,$E3)
)  cached='0'

PATTERN 13  kind=spill_cache  array=False  L3:L46 (37 cells)
  context_label: Vigor
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),0.0)
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. L3: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),0.0)  cached=0
  e.g. L4: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),0.0)  cached=0
  e.g. L5: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),0.0)  cached=0
  ... 34 more of this pattern

PATTERN 14  kind=excel  array=False  M3:M10 (8 cells)
  context_label: Vigor
  template: =IF($L{r}>0,
$L{r},
)
  e.g. M3: =IF($L3>0,
$L3,
)
  e.g. M4: =IF($L4>0,
$L4,
)
  e.g. M5: =IF($L5>0,
$L5,
)
  ... 5 more of this pattern

PATTERN 15  kind=excel  array=True  U3
  context_label: Warrior
  array_spill_ref: U3:V706
  template: =ArmorData!$B$2:$C1206
  e.g. U3: =ArmorData!$B$2:$C1206  cached="Commoner's Headband"

PATTERN 16  kind=excel  array=True  X3
  context_label: Empty
  array_spill_ref: X3:Y156
  template: =TalismanData!$A$2:$B1206
  e.g. X3: =TalismanData!$A$2:$B1206  cached='Crimson Amber Medallion'

PATTERN 17  kind=excel  array=True  AA3
  context_label: Empty
  array_spill_ref: AA3:AB15
  template: =GreatRuneData!$A$2:$B1206
  e.g. AA3: =GreatRuneData!$A$2:$B1206  cached="Godrick's Great Rune"

PATTERN 18  kind=excel  array=True  AD3
  context_label: Empty
  array_spill_ref: AD3:AE42
  template: =CrystalTearData!$A$2:$C1206
  e.g. AD3: =CrystalTearData!$A$2:$C1206  cached='Crimson Crystal Tear 1'

PATTERN 19  kind=excel  array=True  AP3
  context_label: Heavy
  array_spill_ref: AP3:AQ525
  template: =MagicData!$B$2:$C1206
  e.g. AP3: =MagicData!$B$2:$C1206  cached='Glintstone Pebble'

PATTERN 20  kind=google_sheets  array=False  B4
  context_label: Filter
  template: =IFERROR(FILTER(Builds!A{r-1}:A1206,Builds!A{r-1}:A1206=B2,NOT(ISBLANK(Builds!A{r-1}:A1206))))
  note: Original Google Sheets formula recovered from DUMMYFUNCTION wrapper. Functions like FILTER, QUERY, UNIQUE, FLATTEN, IMPORTRANGE, GOOGLETRANSLATE are Sheets-only and must be reimplemented.
  e.g. B4: =IFERROR(FILTER(Builds!A3:A1206,Builds!A3:A1206=B2,NOT(ISBLANK(Builds!A3:A1206))))

PATTERN 21  kind=excel  array=False  F4:F10 (7 cells)
  context_label: Mind
  template: =DEC2HEX(
IF(ISBLANK($E{r}),0,$E{r})
)
  e.g. F4: =DEC2HEX(
IF(ISBLANK($E4),0,$E4)
)  cached='0'
  e.g. F5: =DEC2HEX(
IF(ISBLANK($E5),0,$E5)
)  cached='0'
  e.g. F6: =DEC2HEX(
IF(ISBLANK($E6),0,$E6)
)  cached='0'
  ... 4 more of this pattern

PATTERN 22  kind=excel  array=False  B5
  context_label: Edit Flag
  template: =NOT(ISBLANK(B{r-1}))
  e.g. B5: =NOT(ISBLANK(B4))  cached=False

PATTERN 23  kind=excel  array=False  B6
  context_label: Selected Row
  template: =IF(B{r-1},MATCH(B2,Builds!A3:A1206,0)+2,"none")
  e.g. B6: =IF(B5,MATCH(B2,Builds!A3:A1206,0)+2,"none")  cached='none'

PATTERN 24  kind=excel  array=False  I6
  context_label: Dropdown Selected Build ID
  template: =IFERROR("0x"&SUBSTITUTE(SUBSTITUTE(VLOOKUP(Planner!$G$10,Builds!$A$3:$B1206,2,False),"0x",),"-","-0x"),I4)
  e.g. I6: =IFERROR("0x"&SUBSTITUTE(SUBSTITUTE(VLOOKUP(Planner!$G$10,Builds!$A$3:$B1206,2,False),"0x",),"-","-0x"),I4)  cached='0xA-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x1ADB0-0x1ADB0-0x1ADB0-0x1ADB0-0x1ADB0-0x1ADB0-0xA-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0-0x0'

PATTERN 25  kind=excel  array=True  E11
  context_label: Head
  array_spill_ref: E11:E14
  template: =Planner!$AG$15:$AG$18
  e.g. E11: =Planner!$AG$15:$AG$18  cached='Empty'

PATTERN 26  kind=excel  array=False  F11:F14 (4 cells)
  context_label: Head
  template: =DEC2HEX(
IFERROR(
VLOOKUP($E{r},$U:$V,2,False),
0)
)
  e.g. F11: =DEC2HEX(
IFERROR(
VLOOKUP($E11,$U:$V,2,False),
0)
)  cached='0'
  e.g. F12: =DEC2HEX(
IFERROR(
VLOOKUP($E12,$U:$V,2,False),
0)
)  cached='0'
  e.g. F13: =DEC2HEX(
IFERROR(
VLOOKUP($E13,$U:$V,2,False),
0)
)  cached='0'
  ... 1 more of this pattern

PATTERN 27  kind=excel  array=False  M11:M14 (4 cells)
  context_label: Head
  template: =INDEX($U:$U,MATCH($L{r},$V:$V,0))
  e.g. M11: =INDEX($U:$U,MATCH($L11,$V:$V,0))  cached='Empty'
  e.g. M12: =INDEX($U:$U,MATCH($L12,$V:$V,0))  cached='Empty'
  e.g. M13: =INDEX($U:$U,MATCH($L13,$V:$V,0))  cached='Empty'
  ... 1 more of this pattern

PATTERN 28  kind=excel  array=True  E15
  context_label: Talisman 1
  array_spill_ref: E15:E18
  template: =PlannerData!$N$2:$N$5
  e.g. E15: =PlannerData!$N$2:$N$5  cached='Empty'

PATTERN 29  kind=excel  array=False  F15:F18 (4 cells)
  context_label: Talisman 1
  template: =DEC2HEX(
IFERROR(
VLOOKUP($E{r},$X:$Y,2,False),
0)
)
  e.g. F15: =DEC2HEX(
IFERROR(
VLOOKUP($E15,$X:$Y,2,False),
0)
)  cached='0'
  e.g. F16: =DEC2HEX(
IFERROR(
VLOOKUP($E16,$X:$Y,2,False),
0)
)  cached='0'
  e.g. F17: =DEC2HEX(
IFERROR(
VLOOKUP($E17,$X:$Y,2,False),
0)
)  cached='0'
  ... 1 more of this pattern

PATTERN 30  kind=excel  array=False  M15:M18 (4 cells)
  context_label: Talisman 1
  template: =INDEX($X:$X,MATCH($L{r},$Y:$Y,0))
  e.g. M15: =INDEX($X:$X,MATCH($L15,$Y:$Y,0))  cached='Empty'
  e.g. M16: =INDEX($X:$X,MATCH($L16,$Y:$Y,0))  cached='Empty'
  e.g. M17: =INDEX($X:$X,MATCH($L17,$Y:$Y,0))  cached='Empty'
  ... 1 more of this pattern

PATTERN 31  kind=excel  array=False  E19
  context_label: Great Rune
  template: =Planner!$AG$26
  e.g. E19: =Planner!$AG$26  cached='Empty'

PATTERN 32  kind=excel  array=False  F19
  context_label: Great Rune
  template: =DEC2HEX(
IFERROR(
VLOOKUP($E{r},$AA:$AB,2,False),
0)
)
  e.g. F19: =DEC2HEX(
IFERROR(
VLOOKUP($E19,$AA:$AB,2,False),
0)
)  cached='0'

PATTERN 33  kind=excel  array=True  M19
  context_label: Great Rune
  array_spill_ref: M19
  template: =INDEX($AA:$AA,MATCH($L{r},$AB:$AB,0))
  e.g. M19: =INDEX($AA:$AA,MATCH($L19,$AB:$AB,0))  cached='Empty'

PATTERN 34  kind=excel  array=False  B20
  context_label: Starting Class
  template: =M2
  e.g. B20: =M2  cached='Vagabond'

PATTERN 35  kind=excel  array=False  E20
  context_label: RH1 Weapon
  template: =PlannerData!$R$2
  e.g. E20: =PlannerData!$R$2  cached='Unarmed'

PATTERN 36  kind=excel  array=False  F20
  context_label: RH1 Weapon
  template: =DEC2HEX(
IFERROR(
VLOOKUP($E{r},$AH:$AI,2,False)+E{r+1}+E22,
110000)
)
  e.g. F20: =DEC2HEX(
IFERROR(
VLOOKUP($E20,$AH:$AI,2,False)+E21+E22,
110000)
)  cached='1ADB0'

PATTERN 37  kind=spill_cache  array=False  L20:L25 (6 cells)
  context_label: RH1 Weapon
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),110000.0)
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. L20: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),110000.0)  cached=110000
  e.g. L21: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),110000.0)  cached=110000
  e.g. L22: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),110000.0)  cached=110000
  ... 3 more of this pattern

PATTERN 38  kind=excel  array=False  M20:M25 (6 cells)
  context_label: RH1 Weapon
  template: =INDEX($AH:$AH,MATCH(INT(LEFT(L{r},LEN(L{r})-4)&"0000"),$AI:$AI,0))
  e.g. M20: =INDEX($AH:$AH,MATCH(INT(LEFT(L20,LEN(L20)-4)&"0000"),$AI:$AI,0))  cached='Unarmed'
  e.g. M21: =INDEX($AH:$AH,MATCH(INT(LEFT(L21,LEN(L21)-4)&"0000"),$AI:$AI,0))  cached='Unarmed'
  e.g. M22: =INDEX($AH:$AH,MATCH(INT(LEFT(L22,LEN(L22)-4)&"0000"),$AI:$AI,0))  cached='Unarmed'
  ... 3 more of this pattern

PATTERN 39  kind=excel  array=False  N20:N25 (6 cells)
  context_label: RH1 Weapon
  template: =INDEX($AM:$AM,MATCH(INT(LEFT(RIGHT(L{r},4),2)&"00"),$AN:$AN,0),0)
  e.g. N20: =INDEX($AM:$AM,MATCH(INT(LEFT(RIGHT(L20,4),2)&"00"),$AN:$AN,0),0)  cached='Standard'
  e.g. N21: =INDEX($AM:$AM,MATCH(INT(LEFT(RIGHT(L21,4),2)&"00"),$AN:$AN,0),0)  cached='Standard'
  e.g. N22: =INDEX($AM:$AM,MATCH(INT(LEFT(RIGHT(L22,4),2)&"00"),$AN:$AN,0),0)  cached='Standard'
  ... 3 more of this pattern

PATTERN 40  kind=excel  array=False  O20:O25 (6 cells)
  context_label: RH1 Weapon
  template: =INT(RIGHT(L{r},2))
  e.g. O20: =INT(RIGHT(L20,2))  cached=0
  e.g. O21: =INT(RIGHT(L21,2))  cached=0
  e.g. O22: =INT(RIGHT(L22,2))  cached=0
  ... 3 more of this pattern

PATTERN 41  kind=excel  array=False  P20:P25 (6 cells)
  context_label: RH1 Weapon
  template: =IF($M{r}="Unarmed",,
INDEX($AG:$AG,MATCH($M{r},$AH:$AH,0)))
  e.g. P20: =IF($M20="Unarmed",,
INDEX($AG:$AG,MATCH($M20,$AH:$AH,0)))
  e.g. P21: =IF($M21="Unarmed",,
INDEX($AG:$AG,MATCH($M21,$AH:$AH,0)))
  e.g. P22: =IF($M22="Unarmed",,
INDEX($AG:$AG,MATCH($M22,$AH:$AH,0)))
  ... 3 more of this pattern

PATTERN 42  kind=excel  array=False  B21
  context_label: Vigor
  template: =M3
  e.g. B21: =M3

PATTERN 43  kind=excel  array=False  E21
  context_label: RH1 Affinity
  template: =PlannerData!$T$2
  e.g. E21: =PlannerData!$T$2  cached=0

PATTERN 44  kind=excel  array=False  B22
  context_label: Mind
  template: =M4
  e.g. B22: =M4

PATTERN 45  kind=excel  array=False  E22
  context_label: RH1 Upgrade
  template: =PlannerData!$U$2
  e.g. E22: =PlannerData!$U$2  cached=0

PATTERN 46  kind=excel  array=False  B23
  context_label: Endurance
  template: =M5
  e.g. B23: =M5

PATTERN 47  kind=excel  array=False  E23
  context_label: RH2 Weapon
  template: =PlannerData!$R$3
  e.g. E23: =PlannerData!$R$3  cached='Unarmed'

PATTERN 48  kind=excel  array=False  F23
  context_label: RH2 Weapon
  template: =DEC2HEX(
IFERROR(
VLOOKUP($E{r},$AH:$AI,2,False)+E{r+1}+E25,
110000)
)
  e.g. F23: =DEC2HEX(
IFERROR(
VLOOKUP($E23,$AH:$AI,2,False)+E24+E25,
110000)
)  cached='1ADB0'

PATTERN 49  kind=excel  array=False  B24
  context_label: Strength
  template: =M6
  e.g. B24: =M6

PATTERN 50  kind=excel  array=False  E24
  context_label: RH2 Affinity
  template: =PlannerData!$T$3
  e.g. E24: =PlannerData!$T$3  cached=0

PATTERN 51  kind=excel  array=False  B25
  context_label: Dexterity
  template: =M7
  e.g. B25: =M7

PATTERN 52  kind=excel  array=False  E25
  context_label: RH2 Upgrade
  template: =PlannerData!$U$3
  e.g. E25: =PlannerData!$U$3  cached=0

PATTERN 53  kind=excel  array=False  B26
  context_label: Intelligence
  template: =M8
  e.g. B26: =M8

PATTERN 54  kind=excel  array=False  E26
  context_label: RH3 Weapon
  template: =PlannerData!$R$4
  e.g. E26: =PlannerData!$R$4  cached='Unarmed'

PATTERN 55  kind=excel  array=False  F26
  context_label: RH3 Weapon
  template: =DEC2HEX(
IFERROR(
VLOOKUP($E{r},$AH:$AI,2,False)+E{r+1}+E28,
110000)
)
  e.g. F26: =DEC2HEX(
IFERROR(
VLOOKUP($E26,$AH:$AI,2,False)+E27+E28,
110000)
)  cached='1ADB0'

PATTERN 56  kind=spill_cache  array=False  L26
  context_label: Memory Slots
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),10.0)
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. L26: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),10.0)  cached=10

PATTERN 57  kind=excel  array=False  M26
  context_label: Memory Slots
  template: =$L{r}
  e.g. M26: =$L26  cached=10

PATTERN 58  kind=excel  array=False  B27
  context_label: Faith
  template: =M9
  e.g. B27: =M9

PATTERN 59  kind=excel  array=False  E27
  context_label: RH3 Affinity
  template: =PlannerData!$T$4
  e.g. E27: =PlannerData!$T$4  cached=0

PATTERN 60  kind=excel  array=False  M27:M38 (12 cells)
  context_label: Spell 1
  template: =INDEX($AP:$AP,MATCH($L{r},$AQ:$AQ,0))
