SpEffectId,statusType,poizonAttackPower,diseaseAttackPower,bloodAttackPower,freezeAttackPower,sleepAttackPower,madnessAttackPower,curseAttackPower,effectEndurance,changeHpRate,changeHpPoint,changeMpRate,changeMpPoint,neutralDamageCutRate
1615.0,Bleed,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
1616.0,Bleed,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
1622.0,Poison,250.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.14,14.0,0.0,0.0,1.0
1625.0,Bleed,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
1724.0,Frost,0.0,0.0,0.0,35.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
1745.0,Sleep,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
1753.0,Bleed,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0.1,15.0,100.0,0.0,0.0,1.0
1756.0,Bleed,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.1,15.0,100.0,0.0,0.0,1.0
1759.0,Bleed,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.1,15.0,100.0,0.0,0.0,1.0
1761.0,Bleed,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
1764.0,Bleed,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
1780.0,Madness,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
1781.0,Madness,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
1782.0,Madness,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
1785.0,Poison,250.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.14,14.0,0.0,0.0,1.0
1789.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.1,0.0,0.0,0.0,0.0,1.0
1794.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.1,0.0,0.0,0.0,0.0,1.0
1800.0,Frost,0.0,0.0,0.0,70.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
1801.0,Frost,0.0,0.0,0.0,110.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
1809.0,Frost,0.0,0.0,0.0,80.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
1884.0,Sleep,0.0,0.0,0.0,0.0,20.0,0.0,0.0,30.0,0.0,0.0,10.0,30.0,1.0
1885.0,Sleep,0.0,0.0,0.0,0.0,90.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
1894.0,Frost,0.0,0.0,0.0,80.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
1901.0,Frost,0.0,0.0,0.0,70.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
1939.0,Poison,15.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.07,7.0,0.0,0.0,1.0
3115.0,Bleed,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.1,15.0,100.0,0.0,0.0,1.0
3120.0,Poison,250.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.14,12.0,0.0,0.0,1.0
3121.0,Poison,200.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.14,12.0,0.0,0.0,1.0
3125.0,Bleed,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,15.0,100.0,0.0,0.0,1.0
3126.0,Bleed,0.0,0.0,70.0,0.0,0.0,0.0,0.0,2.0,15.0,100.0,0.0,0.0,1.0
3141.0,Frost,0.0,0.0,0.0,63.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
3143.0,Frost,0.0,0.0,0.0,80.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
3145.0,Frost,0.0,0.0,0.0,63.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
3147.0,Frost,0.0,0.0,0.0,80.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
3151.0,Sleep,0.0,0.0,0.0,0.0,33.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
3153.0,Sleep,0.0,0.0,0.0,0.0,42.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
3155.0,Sleep,0.0,0.0,0.0,0.0,33.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
3157.0,Sleep,0.0,0.0,0.0,0.0,42.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
3176.0,Poison,63.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.07,7.0,0.0,0.0,1.0
3178.0,Poison,80.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.07,7.0,0.0,0.0,1.0
3180.0,Poison,63.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.07,7.0,0.0,0.0,1.0
3182.0,Poison,80.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.07,7.0,0.0,0.0,1.0
3191.0,Bleed,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.1,15.0,100.0,0.0,0.0,1.0
3193.0,Bleed,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.1,15.0,100.0,0.0,0.0,1.0
3195.0,Bleed,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.1,15.0,100.0,0.0,0.0,1.0
3197.0,Bleed,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.1,15.0,100.0,0.0,0.0,1.0
3300.0,Frost,0.0,0.0,0.0,20.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
3307.0,Poison,150.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,4.0,0.0,0.0,1.0
3309.0,Frost,0.0,0.0,0.0,150.0,0.0,0.0,0.0,180.0,0.0,4.0,0.0,0.0,1.0
3311.0,Rot,0.0,63.0,0.0,0.0,0.0,0.0,0.0,90.0,0.18,15.0,0.0,0.0,1.0
3313.0,Rot,0.0,80.0,0.0,0.0,0.0,0.0,0.0,90.0,0.18,15.0,0.0,0.0,1.0
3315.0,Rot,0.0,63.0,0.0,0.0,0.0,0.0,0.0,90.0,0.18,15.0,0.0,0.0,1.0
3317.0,Rot,0.0,80.0,0.0,0.0,0.0,0.0,0.0,90.0,0.18,15.0,0.0,0.0,1.0
3370.0,Poison,20.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.07,7.0,0.0,0.0,1.0
3750.0,Poison,80.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.07,7.0,0.0,0.0,1.0
3751.0,Bleed,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.1,15.0,100.0,0.0,0.0,1.0
4002.0,Poison,3.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
4004.0,Poison,2.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
4051.0,Rot,0.0,3.0,0.0,0.0,0.0,0.0,0.0,180.0,2.0,8.0,0.0,0.0,1.0
4053.0,Rot,0.0,2.0,0.0,0.0,0.0,0.0,0.0,180.0,2.0,8.0,0.0,0.0,1.0
4055.0,Rot,0.0,7.0,0.0,0.0,0.0,0.0,0.0,180.0,2.0,30.0,0.0,0.0,1.0
4525.0,Poison,1.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
4555.0,Rot,0.0,1.0,0.0,0.0,0.0,0.0,0.0,180.0,2.0,8.0,0.0,0.0,1.0
5184.0,Frost,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6400.0,Bleed,0.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
6401.0,Bleed,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
6402.0,Bleed,0.0,0.0,55.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
6403.0,Bleed,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
6404.0,Bleed,0.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
6405.0,Bleed,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
6406.0,Bleed,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
6410.0,Bleed,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
6411.0,Bleed,0.0,0.0,55.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
6412.0,Bleed,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
6413.0,Bleed,0.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
6414.0,Bleed,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
6415.0,Bleed,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
6450.0,Sleep,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
6451.0,Sleep,0.0,0.0,0.0,0.0,66.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
6452.0,Sleep,0.0,0.0,0.0,0.0,72.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
6453.0,Sleep,0.0,0.0,0.0,0.0,78.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
6454.0,Sleep,0.0,0.0,0.0,0.0,84.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
6455.0,Sleep,0.0,0.0,0.0,0.0,90.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
6456.0,Sleep,0.0,0.0,0.0,0.0,96.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
6460.0,Sleep,0.0,0.0,0.0,0.0,50.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
6500.0,Poison,60.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.07,7.0,0.0,0.0,1.0
6501.0,Poison,66.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.07,7.0,0.0,0.0,1.0
6502.0,Poison,72.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.07,7.0,0.0,0.0,1.0
6503.0,Poison,78.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.07,7.0,0.0,0.0,1.0
6504.0,Poison,84.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.07,7.0,0.0,0.0,1.0
6505.0,Poison,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.07,7.0,0.0,0.0,1.0
6510.0,Poison,60.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.14,14.0,0.0,0.0,1.0
6511.0,Poison,66.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.14,14.0,0.0,0.0,1.0
6512.0,Poison,72.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.14,14.0,0.0,0.0,1.0
6513.0,Poison,78.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.14,14.0,0.0,0.0,1.0
6514.0,Poison,84.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.14,14.0,0.0,0.0,1.0
6515.0,Poison,90.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.14,14.0,0.0,0.0,1.0
6600.0,Rot,0.0,50.0,0.0,0.0,0.0,0.0,0.0,90.0,0.18,15.0,0.0,0.0,1.0
6601.0,Rot,0.0,55.0,0.0,0.0,0.0,0.0,0.0,90.0,0.18,15.0,0.0,0.0,1.0
6602.0,Rot,0.0,60.0,0.0,0.0,0.0,0.0,0.0,90.0,0.18,15.0,0.0,0.0,1.0
6603.0,Rot,0.0,65.0,0.0,0.0,0.0,0.0,0.0,90.0,0.18,15.0,0.0,0.0,1.0
6604.0,Rot,0.0,70.0,0.0,0.0,0.0,0.0,0.0,90.0,0.18,15.0,0.0,0.0,1.0
6605.0,Rot,0.0,75.0,0.0,0.0,0.0,0.0,0.0,90.0,0.18,15.0,0.0,0.0,1.0
6700.0,Frost,0.0,0.0,0.0,55.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
6701.0,Frost,0.0,0.0,0.0,60.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
6702.0,Frost,0.0,0.0,0.0,65.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
6703.0,Frost,0.0,0.0,0.0,70.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
6704.0,Frost,0.0,0.0,0.0,75.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
6705.0,Frost,0.0,0.0,0.0,80.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
6750.0,Madness,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
6751.0,Madness,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
6752.0,Madness,0.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
6753.0,Madness,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
6754.0,Madness,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
6755.0,Madness,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
6800.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0
6801.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0
6802.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0
6803.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0
6804.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0
6805.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
8350.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,1.0
8354.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0
8355.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,1.0
8570.0,Bleed,0.0,0.0,150.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,1.0
8571.0,Poison,150.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.14,14.0,0.0,0.0,1.0
10660.0,Bleed,0.0,0.0,999.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,1.0
10661.0,Bleed,0.0,0.0,999.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,1.0
10662.0,Bleed,0.0,0.0,999.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,1.0
10691.0,Bleed,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.1,15.0,100.0,0.0,0.0,1.0
11560.0,Poison,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0
11561.0,Poison,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0
11605.0,Poison,500.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
11606.0,Rot,0.0,500.0,0.0,0.0,0.0,0.0,0.0,300.0,0.33,13.0,0.0,0.0,1.0
11612.0,Poison,99999.0,90.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,3.0,0.0,0.0,1.0
11613.0,Rot,0.0,100.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,3.0,0.0,0.0,1.0
13559.0,Rot,0.0,120.0,0.0,0.0,0.0,0.0,0.0,30.0,0.1,8.0,0.0,0.0,1.0
13560.0,Rot,0.0,110.0,0.0,0.0,0.0,0.0,0.0,30.0,0.1,8.0,0.0,0.0,1.0
13944.0,Bleed,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,7.0,30.0,0.0,0.0,1.0
17051.0,Bleed,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,1.0
17061.0,Bleed,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,1.0
17063.0,Bleed,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,1.0
18430.0,Rot,0.0,180.0,0.0,0.0,0.0,0.0,0.0,300.0,3.3,26.0,0.0,0.0,1.0
18431.0,Rot,0.0,90.0,0.0,0.0,0.0,0.0,0.0,300.0,3.3,26.0,0.0,0.0,1.0
18432.0,Rot,0.0,120.0,0.0,0.0,0.0,0.0,0.0,300.0,3.3,26.0,0.0,0.0,1.0
18433.0,Rot,0.0,60.0,0.0,0.0,0.0,0.0,0.0,300.0,3.3,26.0,0.0,0.0,1.0
19950.0,Sleep,0.0,0.0,0.0,0.0,100.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
19951.0,Sleep,0.0,0.0,0.0,0.0,200.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
19952.0,Sleep,0.0,0.0,0.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
19953.0,Sleep,0.0,0.0,0.0,0.0,150.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
19954.0,Sleep,0.0,0.0,0.0,0.0,50.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
20000.0,Poison,10.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20001.0,Poison,20.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20002.0,Poison,30.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20003.0,Poison,40.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20004.0,Poison,50.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20005.0,Poison,60.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20006.0,Poison,70.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20007.0,Poison,80.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20008.0,Poison,90.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20009.0,Poison,100.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20010.0,Poison,110.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20011.0,Poison,120.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20012.0,Poison,130.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20013.0,Poison,140.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20014.0,Poison,150.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20015.0,Poison,160.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20016.0,Poison,170.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20017.0,Poison,180.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20018.0,Poison,190.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20019.0,Poison,200.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20110.0,Poison,55.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20120.0,Poison,200.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20130.0,Poison,120.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20140.0,Poison,250.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20141.0,Poison,30.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20142.0,Poison,20.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20150.0,Poison,130.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20151.0,Poison,20.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20152.0,Poison,20.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20160.0,Poison,100.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20161.0,Poison,150.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20162.0,Poison,30.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20163.0,Poison,120.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20170.0,Poison,120.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20175.0,Poison,120.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20180.0,Poison,100.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.14,14.0,0.0,0.0,1.0
20181.0,Poison,140.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.14,14.0,0.0,0.0,1.0
20190.0,Poison,45.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.07,7.0,0.0,0.0,1.0
20500.0,Poison,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20501.0,Poison,20.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20502.0,Poison,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20503.0,Poison,40.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20504.0,Poison,50.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20505.0,Poison,60.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20506.0,Poison,70.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20507.0,Poison,80.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20508.0,Poison,90.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20509.0,Poison,100.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20510.0,Poison,110.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20511.0,Poison,120.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20512.0,Poison,130.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20513.0,Poison,140.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20514.0,Poison,150.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20515.0,Poison,160.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20516.0,Poison,170.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20517.0,Poison,180.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20518.0,Poison,190.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
20519.0,Poison,200.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
