ID,Name,refId,weight,sortId,accessoryGroup,residentSpEffectId1,residentSpEffectId2,residentSpEffectId3,residentSpEffectId4
1060.0,Starscourge Heirloom,310600.0,0.8,400230.0,1060.0,0.0,0.0,0.0,0.0
1070.0,Prosthesis-Wearer Heirloom,310700.0,0.8,400240.0,1070.0,0.0,0.0,0.0,0.0
1080.0,Stargazer Heirloom,310800.0,0.6,400250.0,1080.0,0.0,0.0,0.0,0.0
1090.0,Two Fingers Heirloom,310900.0,0.6,400260.0,1090.0,0.0,0.0,0.0,0.0
1100.0,Silver Scarab,311000.0,1.2,406150.0,1100.0,0.0,0.0,0.0,0.0
1110.0,Gold Scarab,311100.0,1.2,406140.0,1110.0,0.0,0.0,0.0,0.0
1140.0,Moon of Nokstella,311400.0,0.8,403050.0,1140.0,0.0,0.0,0.0,0.0
1150.0,Green Turtle Talisman,311500.0,0.7,400120.0,1150.0,0.0,0.0,0.0,0.0
1160.0,Stalwart Horn Charm,311600.0,0.6,401210.0,1160.0,0.0,0.0,0.0,0.0
1161.0,Stalwart Horn Charm +1,311610.0,0.6,401220.0,1160.0,0.0,0.0,0.0,0.0
1170.0,Immunizing Horn Charm,311700.0,0.6,401190.0,1170.0,0.0,0.0,0.0,0.0
1171.0,Immunizing Horn Charm +1,311710.0,0.6,401200.0,1170.0,0.0,0.0,0.0,0.0
1180.0,Clarifying Horn Charm,311800.0,0.6,401230.0,1180.0,0.0,0.0,0.0,0.0
1181.0,Clarifying Horn Charm +1,311810.0,0.6,401240.0,1180.0,0.0,0.0,0.0,0.0
1190.0,Prince of Death's Pustule,311900.0,0.6,401270.0,1190.0,0.0,0.0,0.0,0.0
1191.0,Prince of Death's Cyst,311910.0,0.6,401280.0,1190.0,0.0,0.0,0.0,0.0
1200.0,Mottled Necklace,312000.0,0.9,401250.0,1200.0,0.0,0.0,0.0,0.0
1201.0,Mottled Necklace +1,312010.0,0.9,401260.0,1200.0,0.0,0.0,0.0,0.0
1210.0,Bull-Goat's Talisman,312100.0,0.5,405000.0,1210.0,0.0,0.0,0.0,0.0
1220.0,Marika's Scarseal,312200.0,0.8,400210.0,1220.0,0.0,0.0,0.0,0.0
1221.0,Marika's Soreseal,312210.0,0.8,400220.0,1220.0,0.0,0.0,0.0,0.0
1230.0,Warrior Jar Shard,312300.0,0.9,404040.0,1230.0,0.0,0.0,0.0,0.0
1231.0,Shard of Alexander,312310.0,0.9,404050.0,1230.0,0.0,0.0,0.0,0.0
1250.0,Millicent's Prosthesis,312500.0,1.6,406080.0,1250.0,312501.0,312502.0,312503.0,312504.0
2000.0,Magic Scorpion Charm,320000.0,0.8,405020.0,2000.0,0.0,0.0,0.0,0.0
2010.0,Lightning Scorpion Charm,320100.0,0.8,405040.0,2010.0,0.0,0.0,0.0,0.0
2020.0,Fire Scorpion Charm,320200.0,0.8,405030.0,2020.0,0.0,0.0,0.0,0.0
2030.0,Sacred Scorpion Charm,320300.0,0.8,405050.0,2030.0,0.0,0.0,0.0,0.0
2040.0,Red-Feathered Branchsword,320400.0,1.4,406000.0,2040.0,0.0,0.0,0.0,0.0
2050.0,Ritual Sword Talisman,320500.0,0.9,406020.0,2050.0,0.0,0.0,0.0,0.0
2060.0,Spear Talisman,320600.0,0.5,402050.0,2060.0,0.0,0.0,0.0,0.0
2070.0,Hammer Talisman,320700.0,0.9,402040.0,2070.0,0.0,0.0,0.0,0.0
2080.0,Winged Sword Insignia,320800.0,1.4,406060.0,2080.0,320801.0,320802.0,320803.0,0.0
2081.0,Rotten Winged Sword Insignia,320810.0,1.4,406070.0,2080.0,320811.0,320812.0,320813.0,0.0
2090.0,Dagger Talisman,320900.0,1.1,402000.0,2090.0,0.0,0.0,0.0,0.0
2100.0,Arrow's Reach Talisman,321000.0,0.7,402100.0,2100.0,0.0,0.0,0.0,0.0
2110.0,Blue Dancer Charm,321100.0,0.9,405010.0,2110.0,0.0,0.0,0.0,0.0
2120.0,Twinblade Talisman,321200.0,0.7,402020.0,2120.0,0.0,0.0,0.0,0.0
2130.0,Axe Talisman,321300.0,0.8,402030.0,2130.0,0.0,0.0,0.0,0.0
2140.0,Lance Talisman,321400.0,0.7,402060.0,2140.0,0.0,0.0,0.0,0.0
2150.0,Arrow's Sting Talisman,321500.0,0.7,402090.0,2150.0,0.0,0.0,0.0,0.0
2160.0,Lord of Blood's Exultation,321600.0,0.9,406110.0,2160.0,0.0,0.0,0.0,0.0
2170.0,Kindred of Rot's Exultation,321700.0,0.9,406100.0,2170.0,0.0,0.0,0.0,0.0
2180.0,Claw Talisman,321800.0,0.7,402070.0,2180.0,0.0,0.0,0.0,0.0
2190.0,Roar Medallion,321900.0,0.7,404000.0,2190.0,321901.0,0.0,0.0,0.0
2200.0,Curved Sword Talisman,322000.0,0.7,402010.0,2200.0,0.0,0.0,0.0,0.0
2210.0,Companion Jar,322100.0,0.6,404010.0,2210.0,20383000.0,0.0,0.0,0.0
2220.0,Perfumer's Talisman,322200.0,0.6,404020.0,2220.0,0.0,0.0,0.0,0.0
3000.0,Graven-School Talisman,330000.0,0.7,403000.0,3000.0,0.0,0.0,0.0,0.0
3001.0,Graven-Mass Talisman,330010.0,1.0,403010.0,3001.0,0.0,0.0,0.0,0.0
3040.0,Faithful's Canvas Talisman,330400.0,0.7,403020.0,3040.0,0.0,0.0,0.0,0.0
3050.0,Flock's Canvas Talisman,330500.0,1.0,403030.0,3050.0,0.0,0.0,0.0,0.0
3060.0,Old Lord's Talisman,330600.0,0.5,403060.0,3060.0,0.0,0.0,0.0,0.0
3070.0,Radagon Icon,330700.0,0.7,403070.0,3070.0,0.0,0.0,0.0,0.0
3080.0,Primal Glintstone Blade,330800.0,0.6,403040.0,3080.0,0.0,0.0,0.0,0.0
3090.0,Godfrey Icon,330900.0,0.8,404060.0,3090.0,0.0,0.0,0.0,0.0
4000.0,Dragoncrest Shield Talisman,340000.0,0.8,401000.0,4000.0,0.0,0.0,0.0,0.0
4001.0,Dragoncrest Shield Talisman +1,340010.0,0.8,401010.0,4000.0,0.0,0.0,0.0,0.0
4002.0,Dragoncrest Shield Talisman +2,340020.0,0.8,401020.0,4000.0,0.0,0.0,0.0,0.0
4003.0,Dragoncrest Greatshield Talisman,340030.0,0.8,401030.0,4000.0,0.0,0.0,0.0,0.0
4010.0,Spelldrake Talisman,340100.0,0.6,401040.0,4010.0,0.0,0.0,0.0,0.0
4011.0,Spelldrake Talisman +1,340110.0,0.6,401050.0,4010.0,0.0,0.0,0.0,0.0
4012.0,Spelldrake Talisman +2,340120.0,0.6,401060.0,4010.0,0.0,0.0,0.0,0.0
4020.0,Flamedrake Talisman,340200.0,0.6,401070.0,4020.0,0.0,0.0,0.0,0.0
4021.0,Flamedrake Talisman +1,340210.0,0.6,401080.0,4020.0,0.0,0.0,0.0,0.0
4022.0,Flamedrake Talisman +2,340220.0,0.6,401090.0,4020.0,0.0,0.0,0.0,0.0
4030.0,Boltdrake Talisman,340300.0,0.6,401100.0,4030.0,0.0,0.0,0.0,0.0
4031.0,Boltdrake Talisman +1,340310.0,0.6,401110.0,4030.0,0.0,0.0,0.0,0.0
4032.0,Boltdrake Talisman +2,340320.0,0.6,401120.0,4030.0,0.0,0.0,0.0,0.0
4040.0,Haligdrake Talisman,340400.0,0.6,401130.0,4040.0,0.0,0.0,0.0,0.0
4041.0,Haligdrake Talisman +1,340410.0,0.6,401140.0,4040.0,0.0,0.0,0.0,0.0
4042.0,Haligdrake Talisman +2,340420.0,0.6,401150.0,4040.0,0.0,0.0,0.0,0.0
4050.0,Pearldrake Talisman,340500.0,0.9,401160.0,4050.0,0.0,0.0,0.0,0.0
4051.0,Pearldrake Talisman +1,340510.0,0.9,401170.0,4050.0,0.0,0.0,0.0,0.0
4052.0,Pearldrake Talisman +2,340520.0,0.9,401180.0,4050.0,0.0,0.0,0.0,0.0
4060.0,Crucible Scale Talisman,340600.0,1.1,405060.0,4060.0,0.0,0.0,0.0,0.0
4070.0,Crucible Feather Talisman,340700.0,0.8,405070.0,4070.0,0.0,0.0,0.0,0.0
4080.0,Blue-Feathered Branchsword,340800.0,1.1,406010.0,4080.0,0.0,0.0,0.0,0.0
4090.0,Ritual Shield Talisman,340900.0,0.9,406030.0,4090.0,0.0,0.0,0.0,0.0
4100.0,Greatshield Talisman,341000.0,0.9,402080.0,4100.0,0.0,0.0,0.0,0.0
4110.0,Crucible Knot Talisman,341100.0,0.5,405080.0,4110.0,0.0,0.0,0.0,0.0
5000.0,Crimson Seed Talisman,350000.0,0.8,400030.0,5000.0,0.0,0.0,0.0,0.0
5010.0,Cerulean Seed Talisman,350100.0,0.8,400080.0,5010.0,0.0,0.0,0.0,0.0
5020.0,Blessed Dew Talisman,350200.0,0.6,400040.0,5020.0,0.0,0.0,0.0,0.0
5030.0,Taker's Cameo,350300.0,1.0,406120.0,5030.0,0.0,0.0,0.0,0.0
5040.0,Godskin Swaddling Cloth,350400.0,0.9,406090.0,5040.0,0.0,0.0,0.0,0.0
5050.0,Assassin's Crimson Dagger,350500.0,0.8,406040.0,5050.0,0.0,0.0,0.0,0.0
5060.0,Assassin's Cerulean Dagger,350600.0,0.8,406050.0,5060.0,0.0,0.0,0.0,0.0
6000.0,Crepus's Vial,360000.0,0.7,407000.0,6000.0,0.0,0.0,0.0,0.0
6010.0,Concealing Veil,360100.0,0.9,407010.0,6010.0,0.0,0.0,0.0,0.0
6020.0,Carian Filigreed Crest,360200.0,0.8,404030.0,6020.0,0.0,0.0,0.0,0.0
6040.0,Longtail Cat Talisman,360400.0,0.6,407020.0,6040.0,0.0,0.0,0.0,0.0
6050.0,Shabriri's Woe,360500.0,0.6,407050.0,6050.0,0.0,0.0,0.0,0.0
6060.0,Daedicar's Woe,360600.0,0.8,407060.0,6060.0,0.0,0.0,0.0,0.0
6070.0,Sacrificial Twig,360700.0,1.0,407070.0,6070.0,0.0,0.0,0.0,0.0
6080.0,Furled Finger's Trick-Mirror,360800.0,0.7,407030.0,6080.0,0.0,0.0,0.0,0.0
6090.0,Host's Trick-Mirror,360900.0,0.7,407040.0,6080.0,0.0,0.0,0.0,0.0
6100.0,Entwining Umbilical Cord,361000.0,0.5,999999.0,6100.0,0.0,0.0,0.0,0.0
6110.0,Ancestral Spirit's Horn,361100.0,1.2,406130.0,6110.0,0.0,0.0,0.0,0.0
7000.0,Crimson Amber Medallion +3,20370000.0,0.6,400025.0,1000.0,0.0,0.0,0.0,0.0
7010.0,Cerulean Amber Medallion +3,20370100.0,0.6,400075.0,1010.0,0.0,0.0,0.0,0.0
7020.0,Viridian Amber Medallion +3,20370200.0,0.6,400115.0,1020.0,0.0,0.0,0.0,0.0
7030.0,Two-Headed Turtle Talisman,20370300.0,1.0,400125.0,1150.0,0.0,0.0,0.0,0.0
7040.0,Stalwart Horn Charm +2,20370400.0,0.9,401221.0,1160.0,0.0,0.0,0.0,0.0
7050.0,Immunizing Horn Charm +2,20370500.0,0.9,401201.0,1170.0,0.0,0.0,0.0,0.0
7060.0,Clarifying Horn Charm +2,20370600.0,0.9,401241.0,1180.0,0.0,0.0,0.0,0.0
7080.0,Mottled Necklace +2,20370800.0,1.2,401261.0,1200.0,0.0,0.0,0.0,0.0
7090.0,Spelldrake Talisman +3,20370900.0,0.9,401061.0,4010.0,0.0,0.0,0.0,0.0
7100.0,Flamedrake Talisman +3,20371000.0,0.9,401091.0,4020.0,0.0,0.0,0.0,0.0
7110.0,Boltdrake Talisman +3,20371100.0,0.9,401121.0,4030.0,0.0,0.0,0.0,0.0
7120.0,Golden Braid,20371200.0,0.9,401151.0,4040.0,0.0,0.0,0.0,0.0
7130.0,Pearldrake Talisman +3,20371300.0,1.2,401181.0,4050.0,0.0,0.0,0.0,0.0
7140.0,Crimson Seed Talisman +1,20371400.0,1.1,400035.0,5000.0,0.0,0.0,0.0,0.0
7150.0,Cerulean Seed Talisman +1,20371500.0,1.1,400081.0,5010.0,0.0,0.0,0.0,0.0
8000.0,Blessed Blue Dew Talisman,20380000.0,1.2,400082.0,8000.0,0.0,0.0,0.0,0.0
8010.0,Fine Crucible Feather Talisman,20380100.0,0.6,405090.0,8010.0,0.0,0.0,0.0,0.0
8020.0,Outer God Heirloom,20380200.0,0.6,400270.0,8020.0,0.0,0.0,0.0,0.0
8030.0,Shattered Stone Talisman,20380300.0,0.8,404080.0,8030.0,0.0,0.0,0.0,0.0
8040.0,Two-Handed Sword Talisman,20380400.0,1.2,402075.0,8040.0,0.0,0.0,0.0,0.0
8050.0,Crusade Insignia,20380500.0,1.2,406131.0,8050.0,0.0,0.0,0.0,0.0
8060.0,Aged One's Exultation,20380600.0,0.9,406111.0,8060.0,0.0,0.0,0.0,0.0
8070.0,Arrow's Soaring Sting Talisman,20380700.0,1.1,402110.0,2100.0,0.0,0.0,0.0,0.0
8090.0,Pearl Shield Talisman,20380900.0,0.9,402081.0,8090.0,0.0,0.0,0.0,0.0
8100.0,Dried Bouquet,20381000.0,0.8,406133.0,8100.0,0.0,0.0,0.0,0.0
8110.0,Smithing Talisman,20381100.0,1.3,404090.0,8110.0,0.0,0.0,0.0,0.0
8120.0,Ailment Talisman,20381200.0,0.6,401281.0,8120.0,0.0,0.0,0.0,0.0
8130.0,Retaliatory Crossed-Tree,20381300.0,0.8,402082.0,8130.0,0.0,0.0,0.0,0.0
8140.0,Lacerating Crossed-Tree,20381400.0,0.8,402083.0,8140.0,0.0,0.0,0.0,0.0
8150.0,Sharpshot Talisman,19990.0,0.6,402120.0,8150.0,0.0,0.0,0.0,0.0
8160.0,St. Trina's Smile,20381600.0,0.9,406112.0,8160.0,0.0,0.0,0.0,0.0
8170.0,Talisman of the Dread,20381700.0,0.6,404110.0,8170.0,0.0,0.0,0.0,0.0
8180.0,Enraged Divine Beast,20381800.0,0.7,404100.0,8180.0,0.0,0.0,0.0,0.0
8190.0,Beloved Stardust,20381900.0,1.3,403080.0,3070.0,0.0,0.0,0.0,0.0
8200.0,Talisman of Lord's Bestowal,20382000.0,3.0,400083.0,8200.0,0.0,0.0,0.0,0.0
8210.0,Verdigris Discus,19985.0,4.5,405015.0,8210.0,0.0,0.0,0.0,0.0
8220.0,Rellana's Cameo,20382200.0,0.8,404070.0,8220.0,0.0,0.0,0.0,0.0
8230.0,Blade of Mercy,20382300.0,1.3,406113.0,8230.0,0.0,0.0,0.0,0.0
8240.0,Talisman of All Crucibles,20382400.0,1.9,405100.0,4060.0,20382401.0,20382402.0,20382403.0,20382404.0
204000.0,,20511070.0,0.3,999999.0,1000.0,0.0,0.0,0.0,0.0
999999999.0,,361100.0,0.8,9999999.0,6100.0,0.0,0.0,0.0,0.0
