Weapon Class,Weapon,ID,isInfuse,isReinforce,isUnique,bothHandsAtkBonus,throwable,waAttackElementCorrectId,specialStatusSpEffectId,castingBonusType,castingBonusRate,defaultPhysType,,Infusion,Offset
Greatsword,Blasphemous Blade,3140000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Greatsword,Golden Order Greatsword,3170000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Greatsword,Dark Moon Greatsword,3090000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Greatsword,Greatsword of Damnation,3510000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Greatsword,Sacred Relic Sword,3100000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Zweihander,4040000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Greatsword,4000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Watchdog's Greatsword,4010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Fire Knight's Greatsword,4520000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Troll's Golden Sword,4030000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Troll Knight's Sword,4110000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Moonrithyll's Knight Sword,4540000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Royal Greatsword,4060000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Grafted Blade Greatsword,4100000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Ruins Greatsword,4080000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Ancient Meteoric Ore Greatsword,4500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Starscourge Greatsword,4050000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Standard,,,
Colossal Sword,Greatsword of Radahn (Lord),4530000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Standard,,,
Colossal Sword,Greatsword of Radahn (Light),4550000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Standard,,,
Colossal Sword,Godslayer's Greatsword,4070000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Colossal Sword,Maliketh's Black Blade,4020000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Thrusting Sword,Rapier,5020000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Thrusting Sword,Estoc,5000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Thrusting Sword,Noble's Estoc,5060000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Thrusting Sword,Cleanrot Knight's Sword,5010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Thrusting Sword,Rogier's Rapier,5030000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Thrusting Sword,Antspur Rapier,5040000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Thrusting Sword,Frozen Needle,5050000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Thrusting Sword,Carian Sorcery Sword,2530000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Heavy Thrusting Sword,Great Épée,6020000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Heavy Thrusting Sword,Godskin Stitcher,6010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Heavy Thrusting Sword,Queelign's Greatsword,6500000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Heavy Thrusting Sword,Bloody Helice,6000000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Heavy Thrusting Sword,Dragon King's Cragblade,6040000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Heavy Thrusting Sword,Sword Lance,3500000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Curved Sword,Scimitar,7140000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Falchion,7000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Shamshir,7030000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Grossmesser,7150000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Bandit's Curved Sword,7040000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Shotel,7020000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Scavenger's Curved Sword,7080000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Mantis Blade,7120000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Beastman's Curved Sword,7010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Flowing Curved Sword,7060000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Serpent-God's Curved Sword,7110000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Magma Blade,7050000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Spirit Sword,7500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Nox Flowing Sword,2080000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Wing of Astel,7070000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Curved Sword,Falx,7510000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Slash,,,
Curved Sword,Dancing Blade of Ranah,7520000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Slash,,,
Curved Sword,Horned Warrior's Sword,7530000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Slash,,,
Curved Sword,Eclipse Shotel,7100000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Curved Greatsword,Dismounter,8020000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Greatsword,Omen Cleaver,8060000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Greatsword,Monk's Flameblade,8070000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Greatsword,Beastman's Cleaver,8080000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Greatsword,Freyja's Greatsword,8510000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Curved Greatsword,Bloodhound's Fang,8030000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Curved Greatsword,Onyx Lord's Greatsword,8010000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Curved Greatsword,Zamor Curved Sword,8050000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Curved Greatsword,Magma Wyrm's Scalesword,8040000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Curved Greatsword,Horned Warrior's Greatsword,8520000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Curved Greatsword,Morgott's Cursed Sword,8100000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Backhand Blade,Backhand Blade,64500000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Slash,,,
Backhand Blade,Smithscript Cirque,64510000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Slash,,,
Backhand Blade,Curseblade's Cirque,64520000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Slash,,,
Katana,Uchigatana,9000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Katana,Nagakiba,9010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Katana,Serpentbone Blade,9080000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Katana,Meteoric Ore Blade,9030000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Katana,Moonveil,9060000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Katana,Sword of Night,9500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Katana,Rivers of Blood,9040000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Katana,Dragonscale Blade,9070000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Katana,Star-Lined Sword,2520000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Katana,Hand of Malenia,9020000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Great Katana,Great Katana,66500000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Great Katana,Dragon-Hunter's Great Katana,66510000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Great Katana,Rakshasa's Great Katana,66520000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Twinblade,Twinblade,10000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Twinblade,Twinned Knight Swords,10030000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Twinblade,Black Steel Twinblade,10510000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Twinblade,Godskin Peeler,10010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Twinblade,Gargoyle's Twinblade,10080000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Twinblade,Gargoyle's Black Blades,10090000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Twinblade,Eleonora's Poleblade,10050000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Twinblade,Euporia,10500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Axe,Hand Axe,14020000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Axe,Forked Hatchet,14010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Axe,Forked-Tongue Hatchet,14540000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Axe,Battle Axe,14000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Axe,Messmer Soldier's Axe,14520000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Axe,Warped Axe,15010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Axe,Jawbone Axe,14030000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Axe,Iron Cleaver,14040000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Axe,Highland Axe,14100000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Axe,Smithscript Axe,14500000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Axe,Celebrant's Cleaver,14060000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Axe,Sacrificial Axe,14110000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Axe,Icerind Hatchet,14080000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Axe,Ripple Blade,14050000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Axe,Stormhawk Axe,14140000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Axe,Rosus' Axe,14120000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Axe,Death Knight's Twin Axes,14510000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Standard,,,
Greataxe,Greataxe,15000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Greataxe,Crescent Moon Axe,15030000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Greataxe,Longhaft Axe,15050000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Greataxe,Executioner's Greataxe,15080000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Greataxe,Great Omenkiller Cleaver,15020000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Greataxe,Rusted Anchor,15060000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Greataxe,Butchering Knife,15120000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Greataxe,Bonny Butchering Knife,15510000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Greataxe,Gargoyle's Great Axe,15130000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Greataxe,Gargoyle's Black Axe,15140000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Greataxe,Death Knight's Longhaft Axe,15500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Greataxe,Winged Greathorn,15110000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Greataxe,Axe of Godrick,15040000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Greataxe,Putrescence Cleaver,8500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Hammer,Club,11010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Hammer,Curved Club,11030000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Hammer,Spiked Club,11070000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Hammer,Stone Club,11140000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Hammer,Mace,11000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Hammer,Morning Star,11050000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Hammer,Warpick,11040000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Hammer,Hammer,11080000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Hammer,Monk's Flamemace,11090000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Hammer,Varré's Bouquet,11060000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Hammer,Envoy's Horn,11100000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Hammer,Nox Flowing Hammer,11120000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Hammer,Ringed Finger,11130000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Hammer,Scepter of the All-Knowing,11110000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Hammer,Flowerstone Gavel,11500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Hammer,Marika's Hammer,11150000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Flail,Flail,13010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Flail,Nightrider Flail,13000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Flail,Chainlink Flail,13040000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Flail,Family Heads,13020000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Flail,Serpent Flail,13500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Flail,Bastard's Stars,13030000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Large Club,12000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Curved Great Club,12080000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Great Mace,12060000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Pickaxe,12140000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Great Hammer,Brick Hammer,12190000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Battle Hammer,12020000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Rotten Battle Hammer,12210000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Celebrant's Skull,12130000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Great Stars,12180000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Black Steel Greathammer,12520000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Smithscript Greathammer,12500000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Greathorn Hammer,12010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Envoy's Long Horn,12160000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Cranial Vessel Candlestand,12170000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Beastclaw Greathammer,12150000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Great Hammer,Devourer's Scepter,12200000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Colossal Weapon,Duelist Greataxe,23040000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Colossal Weapon,Rotten Greataxe,23150000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Colossal Weapon,Golem's Halberd,23120000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Colossal Weapon,Giant-Crusher,23110000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Colossal Weapon,Prelate's Inferno Crozier,23000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Colossal Weapon,Great Club,23020000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Colossal Weapon,Troll's Hammer,23130000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Colossal Weapon,Dragon Greatclaw,23060000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Colossal Weapon,Bloodfiend's Arm,12530000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Colossal Weapon,Watchdog's Staff,23010000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Colossal Weapon,Staff of the Avatar,23070000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Colossal Weapon,Rotten Staff,23140000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
