ID,Name,sortId,resistSleep,resistMadness,toughnessCorrectRate,weight,residentSpEffectId,residentSpEffectId2,residentSpEffectId3,resistPoison,resistDisease,resistBlood,resistCurse,protectorCategory,neutralDamageCutRate,slashDamageCutRate,blowDamageCutRate,thrustDamageCutRate,magicDamageCutRate,fireDamageCutRate,thunderDamageCutRate,darkDamageCutRate,resistFreeze
2000.0,Type 11,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2100.0,Type 12,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2200.0,Type 13,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2300.0,Type 14,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2400.0,Type 15,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2500.0,Type 16,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2600.0,Type 17,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2700.0,Type 18,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2800.0,Type 19,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2900.0,Type 20,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3000.0,Type 1,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3100.0,Type 2,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3200.0,Type 3,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3300.0,Type 4,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3400.0,Type 5,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3500.0,Type 6,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3600.0,Type 7,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3700.0,Type 8,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3800.0,Type 9,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3900.0,Type 10,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4000.0,Type 11,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4100.0,Type 12,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4200.0,Type 13,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4300.0,Type 14,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4400.0,Type 15,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4500.0,Type 16,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4600.0,Type 17,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4700.0,Type 18,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4800.0,Type 19,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4900.0,Type 20,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5000.0,Travel Hairstyle,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10000.0,Head,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10100.0,Body,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10200.0,Arms,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10300.0,Legs,99999.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
40000.0,Iron Helmet,506010.0,8.0,8.0,0.006,3.8,-1.0,-1.0,-1.0,12.0,12.0,18.0,8.0,0.0,0.956,0.96,0.969,0.958,0.975,0.969,0.977,0.969,18.0
40100.0,Scale Armor,606000.0,11.0,11.0,0.018,8.8,-1.0,-1.0,-1.0,25.0,25.0,46.0,21.0,1.0,0.881,0.876,0.898,0.891,0.929,0.891,0.933,0.92,46.0
40200.0,Iron Gauntlets,705010.0,6.0,6.0,0.004,2.9,-1.0,-1.0,-1.0,8.0,8.0,15.0,4.0,2.0,0.972,0.971,0.977,0.971,0.979,0.977,0.985,0.981,15.0
40300.0,Leather Trousers,803000.0,11.0,11.0,0.011,5.5,-1.0,-1.0,-1.0,16.0,16.0,29.0,7.0,3.0,0.935,0.932,0.946,0.932,0.95,0.946,0.966,0.955,29.0
50000.0,Kaiden Helm,506080.0,9.0,9.0,0.007,4.0,-1.0,-1.0,-1.0,12.0,12.0,22.0,9.0,0.0,0.956,0.956,0.966,0.956,0.969,0.966,0.972,0.969,22.0
50100.0,Kaiden Armor,606020.0,11.0,11.0,0.018,8.8,-1.0,-1.0,-1.0,25.0,25.0,55.0,11.0,1.0,0.881,0.881,0.912,0.881,0.92,0.912,0.929,0.92,55.0
50200.0,Kaiden Gauntlets,705090.0,6.0,6.0,0.004,2.9,-1.0,-1.0,-1.0,8.0,8.0,15.0,6.0,2.0,0.971,0.971,0.979,0.971,0.981,0.979,0.983,0.981,15.0
50300.0,Kaiden Trousers,805080.0,7.0,7.0,0.01,5.1,-1.0,-1.0,-1.0,15.0,15.0,26.0,7.0,3.0,0.935,0.935,0.955,0.935,0.96,0.955,0.962,0.96,26.0
60000.0,Drake Knight Helm,508040.0,9.0,9.0,0.006,4.0,-1.0,-1.0,-1.0,11.0,11.0,20.0,9.0,0.0,0.96,0.958,0.966,0.96,0.964,0.96,0.969,0.964,20.0
60100.0,Drake Knight Armor,608060.0,21.0,21.0,0.019,9.2,-1.0,-1.0,-1.0,25.0,25.0,46.0,21.0,1.0,0.886,0.881,0.905,0.886,0.898,0.886,0.912,0.898,46.0
60200.0,Drake Knight Gauntlets,707030.0,7.0,7.0,0.004,3.1,-1.0,-1.0,-1.0,8.0,8.0,15.0,7.0,2.0,0.972,0.971,0.977,0.972,0.975,0.972,0.979,0.975,15.0
60300.0,Drake Knight Greaves,807030.0,13.0,13.0,0.011,5.7,-1.0,-1.0,-1.0,16.0,16.0,29.0,13.0,3.0,0.935,0.932,0.946,0.935,0.942,0.935,0.95,0.942,29.0
61000.0,Drake Knight Helm (Altered),508050.0,7.0,7.0,0.006,3.6,-1.0,-1.0,-1.0,9.0,9.0,16.0,7.0,0.0,0.964,0.962,0.971,0.964,0.968,0.964,0.974,0.968,16.0
61100.0,Drake Knight Armor (Altered),608070.0,10.0,10.0,0.016,8.3,-1.0,-1.0,-1.0,21.0,21.0,34.0,10.0,1.0,0.888,0.888,0.914,0.893,0.92,0.905,0.933,0.92,34.0
80000.0,Scaled Helm,509050.0,16.0,16.0,0.011,6.8,-1.0,-1.0,-1.0,24.0,24.0,35.0,16.0,0.0,0.942,0.939,0.95,0.942,0.952,0.95,0.954,0.952,35.0
80100.0,Scaled Armor,609060.0,38.0,38.0,0.033,16.0,-1.0,-1.0,-1.0,57.0,57.0,83.0,38.0,1.0,0.84,0.832,0.861,0.84,0.865,0.859,0.87,0.865,83.0
80200.0,Scaled Gauntlets,708030.0,13.0,13.0,0.007,5.3,-1.0,-1.0,-1.0,19.0,19.0,28.0,13.0,2.0,0.96,0.958,0.966,0.96,0.967,0.965,0.968,0.967,28.0
80300.0,Scaled Greaves,808030.0,24.0,24.0,0.02,9.9,-1.0,-1.0,-1.0,35.0,35.0,51.0,24.0,3.0,0.908,0.904,0.92,0.908,0.923,0.919,0.926,0.923,51.0
81100.0,Scaled Armor (Altered),609070.0,29.0,29.0,0.03,15.0,-1.0,-1.0,-1.0,45.0,45.0,64.0,29.0,1.0,0.847,0.84,0.866,0.847,0.872,0.867,0.876,0.872,64.0
90000.0,Perfumer Hood,502000.0,27.0,27.0,0.003,1.7,-1.0,-1.0,-1.0,26.0,26.0,8.0,29.0,0.0,0.986,0.982,0.979,0.986,0.954,0.958,0.956,0.954,8.0
90100.0,Perfumer Robe,602000.0,71.0,71.0,0.01,5.1,-1.0,-1.0,-1.0,63.0,63.0,21.0,76.0,1.0,0.947,0.939,0.933,0.947,0.87,0.876,0.874,0.87,21.0
90200.0,Perfumer Gloves,702000.0,21.0,21.0,0.002,1.4,-1.0,-1.0,-1.0,20.0,20.0,6.0,22.0,2.0,0.99,0.987,0.985,0.99,0.968,0.971,0.969,0.968,6.0
90300.0,Perfumer Sarong,802000.0,39.0,39.0,0.004,2.5,-1.0,-1.0,-1.0,37.0,37.0,11.0,41.0,3.0,0.977,0.97,0.966,0.977,0.927,0.932,0.929,0.927,11.0
91100.0,Perfumer Robe (Altered),602010.0,63.0,57.0,0.008,4.1,-1.0,-1.0,-1.0,54.0,54.0,18.0,67.0,1.0,0.958,0.947,0.939,0.958,0.872,0.881,0.876,0.872,18.0
100000.0,Traveler's Hat,502010.0,29.0,29.0,0.003,1.7,-1.0,-1.0,-1.0,23.0,23.0,9.0,27.0,0.0,0.982,0.986,0.982,0.991,0.954,0.954,0.956,0.954,9.0
100100.0,Perfumer's Traveling Garb,602020.0,76.0,76.0,0.01,5.1,-1.0,-1.0,-1.0,57.0,57.0,23.0,71.0,1.0,0.939,0.947,0.939,0.958,0.87,0.87,0.874,0.87,23.0
100200.0,Traveler's Gloves,702010.0,22.0,22.0,0.002,1.4,-1.0,-1.0,-1.0,18.0,18.0,7.0,21.0,2.0,0.987,0.99,0.987,0.994,0.968,0.968,0.969,0.968,7.0
100300.0,Traveler's Slops,802010.0,41.0,41.0,0.005,2.5,-1.0,-1.0,-1.0,34.0,34.0,13.0,39.0,3.0,0.97,0.977,0.97,0.985,0.927,0.927,0.929,0.927,13.0
101100.0,Perfumer's Traveling Garb (Altered),602030.0,67.0,67.0,0.008,4.1,-1.0,-1.0,-1.0,55.0,55.0,21.0,63.0,1.0,0.947,0.958,0.947,0.973,0.872,0.872,0.876,0.872,21.0
120000.0,Alberich's Pointed Hat,501100.0,29.0,29.0,0.002,1.7,6012000.0,-1.0,-1.0,16.0,16.0,10.0,31.0,0.0,0.982,0.982,0.986,0.982,0.954,0.958,0.956,0.954,10.0
120100.0,Alberich's Robe,601100.0,67.0,67.0,0.007,4.1,6012010.0,-1.0,-1.0,38.0,38.0,23.0,71.0,1.0,0.947,0.947,0.958,0.947,0.872,0.881,0.876,0.872,23.0
120200.0,Alberich's Bracers,701050.0,22.0,22.0,0.001,1.4,6012020.0,-1.0,-1.0,13.0,13.0,8.0,24.0,2.0,0.987,0.987,0.99,0.987,0.968,0.971,0.969,0.968,8.0
120300.0,Alberich's Trousers,801050.0,41.0,41.0,0.005,2.5,-1.0,-1.0,-1.0,26.0,26.0,14.0,44.0,3.0,0.97,0.97,0.977,0.97,0.927,0.932,0.928,0.927,14.0
121000.0,Alberich's Pointed Hat (Altered),501110.0,23.0,23.0,0.001,1.0,6012000.0,-1.0,-1.0,12.0,12.0,7.0,24.0,0.0,0.991,0.991,0.998,0.991,0.956,0.962,0.96,0.956,7.0
121100.0,Alberich's Robe (Altered),601110.0,57.0,57.0,0.005,3.2,-1.0,-1.0,-1.0,32.0,32.0,19.0,61.0,1.0,0.958,0.958,0.973,0.958,0.874,0.886,0.881,0.874,19.0
130000.0,Spellblade's Pointed Hat,501090.0,25.0,25.0,0.002,1.5,6013000.0,-1.0,-1.0,15.0,15.0,8.0,27.0,0.0,0.987,0.987,0.992,0.987,0.955,0.961,0.959,0.955,8.0
130100.0,Spellblade's Traveling Attire,601080.0,59.0,59.0,0.007,3.3,6013010.0,-1.0,-1.0,35.0,35.0,17.0,63.0,1.0,0.959,0.959,0.974,0.959,0.873,0.887,0.882,0.873,17.0
130200.0,Spellblade's Gloves,701040.0,19.0,19.0,0.001,1.2,6013020.0,-1.0,-1.0,11.0,11.0,6.0,20.0,2.0,0.991,0.991,0.995,0.991,0.969,0.973,0.972,0.969,6.0
130300.0,Spellblade's Trousers,801040.0,38.0,38.0,0.005,2.6,6013030.0,-1.0,-1.0,25.0,25.0,13.0,41.0,3.0,0.971,0.971,0.978,0.971,0.927,0.933,0.93,0.927,13.0
131100.0,Spellblade's Traveling Attire (Altered),601090.0,54.0,54.0,0.005,2.5,6013110.0,-1.0,-1.0,32.0,32.0,10.0,57.0,1.0,0.974,0.974,0.995,0.974,0.874,0.891,0.886,0.874,10.0
140000.0,Bull-Goat Helm,510020.0,20.0,20.0,0.015,11.3,-1.0,-1.0,-1.0,31.0,31.0,35.0,23.0,0.0,0.925,0.933,0.926,0.933,0.953,0.952,0.947,0.954,35.0
140100.0,Bull-Goat Armor,610020.0,46.0,46.0,0.047,26.5,-1.0,-1.0,-1.0,71.0,71.0,83.0,55.0,1.0,0.796,0.817,0.798,0.817,0.867,0.865,0.851,0.872,83.0
140200.0,Bull-Goat Gauntlets,709010.0,15.0,15.0,0.01,8.8,-1.0,-1.0,-1.0,24.0,24.0,28.0,18.0,2.0,0.948,0.954,0.948,0.954,0.967,0.967,0.963,0.968,28.0
140300.0,Bull-Goat Greaves,809010.0,29.0,29.0,0.028,16.4,-1.0,-1.0,-1.0,44.0,44.0,51.0,34.0,3.0,0.881,0.894,0.882,0.894,0.924,0.923,0.915,0.927,51.0
150000.0,Iron Kasa,506110.0,24.0,24.0,0.006,3.8,-1.0,-1.0,-1.0,30.0,30.0,23.0,24.0,0.0,0.964,0.958,0.964,0.964,0.96,0.958,0.956,0.96,23.0
150100.0,Ronin's Armor,606060.0,52.0,52.0,0.016,8.5,-1.0,-1.0,-1.0,66.0,66.0,48.0,57.0,1.0,0.895,0.888,0.895,0.895,0.881,0.876,0.866,0.881,48.0
150200.0,Ronin's Gauntlets,705120.0,20.0,20.0,0.004,3.1,-1.0,-1.0,-1.0,25.0,25.0,19.0,21.0,2.0,0.973,0.972,0.973,0.973,0.971,0.969,0.968,0.971,19.0
150300.0,Ronin's Greaves,805110.0,36.0,36.0,0.011,5.7,-1.0,-1.0,-1.0,46.0,46.0,35.0,38.0,3.0,0.938,0.935,0.938,0.938,0.932,0.929,0.927,0.932,35.0
151100.0,Ronin's Armor (Altered),606070.0,42.0,42.0,0.015,7.6,-1.0,-1.0,-1.0,54.0,54.0,38.0,45.0,1.0,0.912,0.905,0.912,0.912,0.898,0.891,0.881,0.898,38.0
160000.0,Guilty Hood,500110.0,27.0,27.0,0.002,1.4,-1.0,-1.0,-1.0,15.0,15.0,9.0,31.0,0.0,0.991,0.982,0.986,0.998,0.956,0.96,0.955,0.954,9.0
160100.0,Cloth Garb,600000.0,60.0,60.0,0.005,3.2,-1.0,-1.0,-1.0,42.0,42.0,23.0,60.0,1.0,0.947,0.973,0.958,0.958,0.872,0.876,0.881,0.876,23.0
160300.0,Cloth Trousers,800000.0,37.0,37.0,0.003,2.0,-1.0,-1.0,-1.0,26.0,26.0,14.0,37.0,3.0,0.97,0.985,0.977,0.977,0.927,0.929,0.932,0.929,14.0
170000.0,Black Wolf Mask,503180.0,11.0,11.0,0.009,5.9,-1.0,-1.0,-1.0,16.0,16.0,33.0,11.0,0.0,0.948,0.948,0.954,0.945,0.96,0.955,0.964,0.958,33.0
170100.0,Blaidd's Armor,608080.0,25.0,25.0,0.028,13.7,-1.0,-1.0,-1.0,38.0,38.0,76.0,25.0,1.0,0.854,0.854,0.871,0.847,0.886,0.874,0.898,0.881,76.0
170200.0,Blaidd's Gauntlets,707040.0,8.0,8.0,0.006,4.6,-1.0,-1.0,-1.0,13.0,13.0,21.0,8.0,2.0,0.964,0.964,0.968,0.962,0.972,0.968,0.973,0.971,21.0
170300.0,Blaidd's Greaves,807040.0,16.0,16.0,0.017,8.5,-1.0,-1.0,-1.0,24.0,24.0,39.0,16.0,3.0,0.916,0.916,0.927,0.912,0.935,0.927,0.938,0.932,39.0
171100.0,Blaidd's Armor (Altered),608090.0,22.0,22.0,0.027,12.5,-1.0,-1.0,-1.0,32.0,32.0,57.0,21.0,1.0,0.86,0.86,0.876,0.854,0.891,0.876,0.905,0.886,57.0
180000.0,Black Knife Hood,506200.0,9.0,9.0,0.006,3.8,-1.0,-1.0,-1.0,11.0,11.0,18.0,9.0,0.0,0.962,0.958,0.964,0.958,0.972,0.969,0.979,0.962,18.0
180100.0,Black Knife Armor,606150.0,23.0,23.0,0.019,9.2,6018010.0,-1.0,-1.0,28.0,28.0,46.0,23.0,1.0,0.886,0.876,0.891,0.876,0.912,0.905,0.933,0.886,46.0
180200.0,Black Knife Gauntlets,705180.0,8.0,8.0,0.004,3.1,-1.0,-1.0,-1.0,9.0,9.0,15.0,8.0,2.0,0.972,0.969,0.973,0.969,0.979,0.977,0.984,0.972,15.0
180300.0,Black Knife Greaves,805170.0,14.0,14.0,0.011,5.7,-1.0,-1.0,-1.0,17.0,17.0,29.0,14.0,3.0,0.935,0.929,0.938,0.929,0.95,0.946,0.962,0.935,29.0
181100.0,Black Knife Armor (Altered),606160.0,21.0,21.0,0.019,9.0,-1.0,-1.0,-1.0,25.0,25.0,42.0,21.0,1.0,0.887,0.877,0.892,0.877,0.913,0.906,0.934,0.887,42.0
190000.0,Exile Hood,506070.0,9.0,9.0,0.006,4.0,-1.0,-1.0,-1.0,12.0,12.0,23.0,8.0,0.0,0.956,0.954,0.966,0.956,0.972,0.962,0.977,0.966,23.0
190100.0,Exile Armor,606010.0,21.0,21.0,0.019,9.2,-1.0,-1.0,-1.0,28.0,28.0,55.0,18.0,1.0,0.876,0.871,0.905,0.876,0.92,0.891,0.933,0.905,55.0
190200.0,Exile Gauntlets,705080.0,6.0,6.0,0.004,2.9,-1.0,-1.0,-1.0,8.0,8.0,17.0,4.0,2.0,0.971,0.969,0.979,0.971,0.983,0.975,0.985,0.979,17.0
190300.0,Exile Greaves,805070.0,13.0,13.0,0.011,5.7,-1.0,-1.0,-1.0,17.0,17.0,34.0,11.0,3.0,0.929,0.926,0.946,0.929,0.955,0.938,0.962,0.946,34.0
200000.0,Banished Knight Helm,509000.0,16.0,16.0,0.011,7.5,-1.0,-1.0,-1.0,26.0,26.0,35.0,18.0,0.0,0.932,0.93,0.946,0.937,0.952,0.952,0.954,0.953,35.0
200100.0,Banished Knight Armor,609000.0,38.0,38.0,0.034,17.5,-1.0,-1.0,-1.0,60.0,60.0,83.0,42.0,1.0,0.813,0.808,0.85,0.825,0.865,0.865,0.87,0.867,83.0
200200.0,Banished Knight Gauntlets,708000.0,13.0,13.0,0.007,5.8,-1.0,-1.0,-1.0,20.0,20.0,28.0,14.0,2.0,0.953,0.951,0.963,0.956,0.967,0.967,0.968,0.967,28.0
200300.0,Banished Knight Greaves,808000.0,24.0,24.0,0.02,10.8,-1.0,-1.0,-1.0,37.0,37.0,51.0,26.0,3.0,0.892,0.889,0.914,0.899,0.923,0.923,0.926,0.924,51.0
201000.0,Banished Knight Helm (Altered),509010.0,13.0,13.0,0.011,7.1,-1.0,-1.0,-1.0,21.0,21.0,30.0,14.0,0.0,0.933,0.932,0.948,0.939,0.953,0.953,0.954,0.954,30.0
201100.0,Banished Knight Armor (Altered),609010.0,32.0,32.0,0.033,16.5,-1.0,-1.0,-1.0,52.0,52.0,69.0,34.0,1.0,0.817,0.813,0.856,0.832,0.867,0.867,0.872,0.87,69.0
202100.0,,999999.0,38.0,38.0,0.034,17.5,-1.0,-1.0,-1.0,60.0,60.0,83.0,42.0,1.0,0.813,0.808,0.85,0.825,0.865,0.865,0.87,0.867,83.0
210000.0,Briar Helm,508060.0,10.0,10.0,0.009,5.1,6021000.0,-1.0,-1.0,15.0,15.0,31.0,10.0,0.0,0.954,0.952,0.96,0.956,0.962,0.956,0.969,0.962,31.0
210100.0,Briar Armor,608100.0,24.0,24.0,0.021,11.8,6021010.0,-1.0,-1.0,35.0,35.0,71.0,24.0,1.0,0.871,0.865,0.886,0.876,0.891,0.876,0.912,0.891,71.0
210200.0,Briar Gauntlets,707050.0,8.0,8.0,0.005,3.9,6021020.0,-1.0,-1.0,12.0,12.0,24.0,8.0,2.0,0.968,0.967,0.972,0.969,0.973,0.969,0.979,0.973,24.0
210300.0,Briar Greaves,807050.0,15.0,15.0,0.012,7.3,6021030.0,-1.0,-1.0,22.0,22.0,44.0,15.0,3.0,0.926,0.923,0.935,0.929,0.938,0.929,0.95,0.938,44.0
211100.0,Briar Armor (Altered),608110.0,21.0,21.0,0.019,10.7,6021110.0,-1.0,-1.0,29.0,29.0,61.0,21.0,1.0,0.876,0.876,0.891,0.881,0.898,0.886,0.929,0.905,61.0
