ID,Name,sortId,weight,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,originEquipWep,originEquipWep1,originEquipWep11,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,saWeaponDamage,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,staminaGuardDef,reinforceTypeId,throwAtkRate,correctType_Physics,properStrength,properAgility,properMagic,properFaith,guardCutCancelRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,atkAttribute,enableMagic,enableMiracle,isEnhance,disableGemAttr,isDualBlade,correctType_Magic,correctType_Fire,correctType_Thunder,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,atkAttribute2,sleepGuardResist,madnessGuardResist,correctType_Blood,properLuck,freezeGuardResist,swordArtsParamId,correctLuck,staminaConsumptionRate,attackElementCorrectId,correctType_Sleep,correctType_Madness,gemMountType,restrictSpecialSwordArt
1400.0,,9999999.0,1.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1000.0,10.0,10.0,0.0,FALSE
1410.0,,9999999.0,1.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1040.0,10.0,10.0,0.0,FALSE
1420.0,,9999999.0,1.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1041.0,10.0,10.0,0.0,FALSE
1430.0,,9999999.0,1.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1042.0,10.0,10.0,0.0,FALSE
1500.0,,9999999.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1001.0,10.0,10.0,0.0,FALSE
1600.0,,9999999.0,1.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,5.0,1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1002.0,10.0,10.0,0.0,FALSE
1700.0,,9999999.0,1.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1000.0,10.0,10.0,0.0,FALSE
1800.0,,9999999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,1.0,1010.0,10.0,10.0,0.0,FALSE
1900.0,,9999999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,1.0,1010.0,10.0,10.0,0.0,FALSE
2000.0,,9999999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,1.0,1010.0,10.0,10.0,0.0,FALSE
2100.0,,9999999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,1.0,1010.0,10.0,10.0,0.0,FALSE
2200.0,,9999999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1010.0,0.0,0.0,0.0,FALSE
11000.0,,9999999.0,8.0,30.0,50.0,0.0,0.0,40.0,25.0,20.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18000000.0,18000000.0,-1.0,1.0,1.0,1.0,1.0,19.0,90.0,0.0,0.0,0.0,61.0,100.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,0.0,0.0,25.0,0.0,0.0,7.0,0.0,20.0,20.0,7.0,0.0,20.0,0.0,23.0,1.0,10000.0,7.0,7.0,0.0,FALSE
12000.0,,9999999.0,4.5,30.0,51.0,0.0,0.0,40.0,25.0,20.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16000000.0,16000000.0,-1.0,1.0,1.0,1.0,1.0,14.0,80.0,0.0,0.0,0.0,40.0,100.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,0.0,0.0,25.0,0.0,0.0,7.0,0.0,10.0,10.0,7.0,0.0,10.0,0.0,24.0,1.0,10000.0,7.0,7.0,0.0,FALSE
13000.0,,9999999.0,3.0,50.0,35.0,0.0,0.0,45.0,30.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2000000.0,2000000.0,-1.0,1.0,1.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,45.0,100.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,0.0,0.0,30.0,0.0,0.0,7.0,0.0,15.0,15.0,7.0,0.0,15.0,110.0,25.0,1.0,10000.0,7.0,7.0,0.0,FALSE
100000.0,,9999999.0,3.0,50.0,35.0,0.0,0.0,65.0,30.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,100000.0,-1.0,1.0,1.0,1.0,1.0,5.0,80.0,0.0,0.0,0.0,45.0,35.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,0.0,0.0,30.0,0.0,0.0,7.0,0.0,15.0,15.0,7.0,0.0,15.0,210.0,0.0,1.0,10000.0,7.0,7.0,1.0,FALSE
100100.0,,9999999.0,3.0,42.0,42.0,0.0,0.0,65.0,30.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,100000.0,-1.0,1.0,1.0,1.0,1.0,5.0,80.0,0.0,0.0,0.0,45.0,35.0,100.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,0.0,0.0,30.0,0.0,0.0,7.0,0.0,15.0,15.0,7.0,0.0,15.0,210.0,0.0,1.0,10000.0,7.0,7.0,1.0,FALSE
100200.0,,9999999.0,3.0,42.0,42.0,0.0,0.0,65.0,30.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,100000.0,-1.0,1.0,1.0,1.0,1.0,5.0,80.0,0.0,0.0,0.0,45.0,35.0,200.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,0.0,0.0,30.0,0.0,0.0,7.0,0.0,15.0,15.0,7.0,0.0,15.0,210.0,0.0,1.0,10000.0,7.0,7.0,1.0,FALSE
100300.0,,9999999.0,3.0,42.0,42.0,0.0,0.0,65.0,30.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,100000.0,-1.0,1.0,1.0,1.0,1.0,5.0,80.0,0.0,0.0,0.0,45.0,35.0,300.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,0.0,0.0,30.0,0.0,0.0,7.0,0.0,15.0,15.0,7.0,0.0,15.0,210.0,0.0,1.0,10000.0,7.0,7.0,1.0,FALSE
100400.0,,9999999.0,3.0,50.0,35.0,0.0,85.0,63.0,46.0,23.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,100000.0,-1.0,1.0,1.0,1.0,1.0,5.0,80.0,0.0,0.0,0.0,45.0,35.0,400.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,28.0,80.0,4.0,7.0,0.0,15.0,15.0,7.0,0.0,15.0,200.0,0.0,1.0,10004.0,7.0,7.0,1.0,FALSE
100500.0,,9999999.0,3.0,50.0,35.0,85.0,0.0,63.0,46.0,23.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,100000.0,-1.0,1.0,1.0,1.0,1.0,5.0,80.0,80.0,0.0,0.0,45.0,35.0,500.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,7.0,0.0,0.0,28.0,0.0,0.0,7.0,0.0,15.0,15.0,7.0,0.0,15.0,200.0,0.0,1.0,10000.0,7.0,7.0,1.0,FALSE
100600.0,,9999999.0,3.0,50.0,35.0,0.0,0.0,65.0,30.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,100000.0,-1.0,1.0,1.0,1.0,1.0,5.0,80.0,80.0,0.0,0.0,45.0,35.0,600.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,FALSE,FALSE,TRUE,FALSE,FALSE,7.0,0.0,0.0,30.0,0.0,0.0,7.0,0.0,15.0,15.0,7.0,0.0,15.0,210.0,85.0,1.0,10006.0,7.0,7.0,1.0,FALSE
100700.0,,9999999.0,3.0,50.0,35.0,0.0,0.0,65.0,30.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,100000.0,-1.0,1.0,1.0,1.0,1.0,5.0,80.0,0.0,80.0,0.0,45.0,35.0,700.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,4.0,0.0,30.0,0.0,0.0,7.0,0.0,15.0,15.0,7.0,0.0,15.0,210.0,0.0,1.0,10007.0,7.0,7.0,1.0,FALSE
100800.0,,9999999.0,3.0,50.0,35.0,0.0,85.0,65.0,30.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,100000.0,-1.0,1.0,1.0,1.0,1.0,5.0,80.0,0.0,80.0,0.0,45.0,35.0,800.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,4.0,0.0,30.0,0.0,0.0,7.0,0.0,15.0,15.0,7.0,0.0,15.0,210.0,0.0,1.0,10000.0,7.0,7.0,1.0,FALSE
100900.0,,9999999.0,3.0,50.0,35.0,0.0,85.0,65.0,30.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,100000.0,-1.0,1.0,1.0,1.0,1.0,5.0,80.0,0.0,0.0,80.0,45.0,35.0,900.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,0.0,4.0,30.0,0.0,0.0,7.0,0.0,15.0,15.0,7.0,0.0,15.0,210.0,0.0,1.0,10000.0,7.0,7.0,1.0,FALSE
101000.0,,9999999.0,3.0,42.0,42.0,0.0,0.0,65.0,30.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,100000.0,-1.0,1.0,1.0,1.0,1.0,5.0,80.0,0.0,0.0,0.0,45.0,35.0,1000.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,0.0,0.0,30.0,0.0,0.0,7.0,0.0,15.0,15.0,7.0,0.0,15.0,210.0,85.0,1.0,10010.0,7.0,7.0,1.0,FALSE
